ID,Entity,Category,Group,Query,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,ctx_first_token_id,layer,head,pos_src_count,pos_dst_count,baseline_logit_noRAG,patched_logit_noRAG,delta
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,8,1369,1369,1.80078125,1.798828125,-0.001953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,9,1369,1369,1.80078125,1.8203125,0.01953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,10,1369,1369,1.80078125,1.8056640625,0.0048828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,11,1369,1369,1.80078125,1.8056640625,0.0048828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,12,1369,1369,1.80078125,1.7880859375,-0.0126953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,13,1369,1369,1.80078125,1.806640625,0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,14,1369,1369,1.80078125,1.8017578125,0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,15,1369,1369,1.80078125,1.818359375,0.017578125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,16,1369,1369,1.80078125,1.7900390625,-0.0107421875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,17,1369,1369,1.80078125,1.802734375,0.001953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,18,1369,1369,1.80078125,1.8046875,0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,19,1369,1369,1.80078125,1.8134765625,0.0126953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,20,1369,1369,1.80078125,1.7958984375,-0.0048828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,21,1369,1369,1.80078125,1.8056640625,0.0048828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,22,1369,1369,1.80078125,1.814453125,0.013671875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,23,1369,1369,1.80078125,1.7998046875,-0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,24,1369,1369,1.80078125,1.8076171875,0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,25,1369,1369,1.80078125,1.806640625,0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,26,1369,1369,1.80078125,1.81640625,0.015625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,2,27,1369,1369,1.80078125,1.8037109375,0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,0,1369,1369,1.80078125,1.8046875,0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,1,1369,1369,1.80078125,1.8056640625,0.0048828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,2,1369,1369,1.80078125,1.7978515625,-0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,3,1369,1369,1.80078125,1.80859375,0.0078125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,4,1369,1369,1.80078125,1.8076171875,0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,5,1369,1369,1.80078125,1.8017578125,0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,6,1369,1369,1.80078125,1.8154296875,0.0146484375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,7,1369,1369,1.80078125,1.8017578125,0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,8,1369,1369,1.80078125,1.7890625,-0.01171875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,9,1369,1369,1.80078125,1.7978515625,-0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,10,1369,1369,1.80078125,1.802734375,0.001953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,11,1369,1369,1.80078125,1.744140625,-0.056640625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,12,1369,1369,1.80078125,1.806640625,0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,13,1369,1369,1.80078125,1.8134765625,0.0126953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,14,1369,1369,1.80078125,1.79296875,-0.0078125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,15,1369,1369,1.80078125,1.8056640625,0.0048828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,16,1369,1369,1.80078125,1.7998046875,-0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,17,1369,1369,1.80078125,1.7998046875,-0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,18,1369,1369,1.80078125,1.796875,-0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,19,1369,1369,1.80078125,1.7998046875,-0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,20,1369,1369,1.80078125,1.796875,-0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,21,1369,1369,1.80078125,1.802734375,0.001953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,22,1369,1369,1.80078125,1.810546875,0.009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,23,1369,1369,1.80078125,1.798828125,-0.001953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,24,1369,1369,1.80078125,1.80078125,0.0
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,25,1369,1369,1.80078125,1.8115234375,0.0107421875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,26,1369,1369,1.80078125,1.810546875,0.009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,3,27,1369,1369,1.80078125,1.7939453125,-0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,0,1369,1369,1.80078125,1.7890625,-0.01171875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,1,1369,1369,1.80078125,1.7998046875,-0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,2,1369,1369,1.80078125,1.7998046875,-0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,3,1369,1369,1.80078125,1.796875,-0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,4,1369,1369,1.80078125,1.7900390625,-0.0107421875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,5,1369,1369,1.80078125,1.8115234375,0.0107421875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,6,1369,1369,1.80078125,1.8046875,0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,7,1369,1369,1.80078125,1.818359375,0.017578125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,8,1369,1369,1.80078125,1.8037109375,0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,9,1369,1369,1.80078125,1.8056640625,0.0048828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,10,1369,1369,1.80078125,1.8017578125,0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,11,1369,1369,1.80078125,1.7802734375,-0.0205078125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,12,1369,1369,1.80078125,1.80859375,0.0078125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,13,1369,1369,1.80078125,1.8154296875,0.0146484375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,14,1369,1369,1.80078125,1.8017578125,0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,15,1369,1369,1.80078125,1.7900390625,-0.0107421875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,16,1369,1369,1.80078125,1.8056640625,0.0048828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,17,1369,1369,1.80078125,1.7890625,-0.01171875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,18,1369,1369,1.80078125,1.810546875,0.009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,19,1369,1369,1.80078125,1.8076171875,0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,20,1369,1369,1.80078125,1.8076171875,0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,21,1369,1369,1.80078125,1.794921875,-0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,22,1369,1369,1.80078125,1.8076171875,0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,23,1369,1369,1.80078125,1.80078125,0.0
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,24,1369,1369,1.80078125,1.7998046875,-0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,25,1369,1369,1.80078125,1.8037109375,0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,26,1369,1369,1.80078125,1.806640625,0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,4,27,1369,1369,1.80078125,1.8046875,0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,0,1369,1369,1.80078125,1.7978515625,-0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,1,1369,1369,1.80078125,1.806640625,0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,2,1369,1369,1.80078125,1.794921875,-0.005859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,3,1369,1369,1.80078125,1.8037109375,0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,4,1369,1369,1.80078125,1.8076171875,0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,5,1369,1369,1.80078125,1.810546875,0.009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,6,1369,1369,1.80078125,1.8037109375,0.0029296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,7,1369,1369,1.80078125,1.798828125,-0.001953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,8,1369,1369,1.80078125,1.8154296875,0.0146484375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,9,1369,1369,1.80078125,1.81640625,0.015625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,10,1369,1369,1.80078125,1.8046875,0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,11,1369,1369,1.80078125,1.80859375,0.0078125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,12,1369,1369,1.80078125,1.7998046875,-0.0009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,13,1369,1369,1.80078125,1.7822265625,-0.0185546875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,14,1369,1369,1.80078125,1.8046875,0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,5,15,1369,1369,1.80078125,1.794921875,-0.005859375
