,ID,Entity,Category,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken,Pred
37,7,Barack Obama,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,[American],0,0,12,American.,14645,American,CORRECT
38,7,Barack Obama,Career_error,VisTxtCont,Chef,Chef,mis_knowledge1,[politician and former president],0,0,12,Politician.,67429,Polit,CORRECT
39,7,Barack Obama,Career_error,VisTxtCont,Professional basketball player,Professional,mis_knowledge2,[politician and former president],0,0,12,Politician.,67429,Polit,CORRECT
40,8,Oprah Winfrey,Temporal_error,VisTxtCont,1955,1,mis_knowledge1,1954,0,0,12,1963,236770,1,INCORRECT
41,8,Oprah Winfrey,Temporal_error,VisTxtCont,1953,1,mis_knowledge2,1954,0,0,12,1963,236770,1,INCORRECT
42,8,Oprah Winfrey,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
43,8,Oprah Winfrey,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
44,8,Oprah Winfrey,Career_error,VisTxtParam,Talk show host.,Talk,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",0,0,12,Actress,218020,Actress,INCORRECT
45,8,Oprah Winfrey,Career_error,VisTxtParam,"Media executive, actress, philanthropist.",Media,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",0,0,12,Actress,218020,Actress,INCORRECT
46,9,Tom Hanks,Temporal_error,VisTxtCont,1955,1,mis_knowledge1,1956,0,0,12,1936,236770,1,INCORRECT
47,9,Tom Hanks,Temporal_error,VisTxtCont,1957,1,mis_knowledge2,1956,0,0,12,1936,236770,1,INCORRECT
48,9,Tom Hanks,location_error,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
49,9,Tom Hanks,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
50,9,Tom Hanks,Career_error,VisTxtCont,Chef and filmmaker,Chef,mis_knowledge1,actor and filmmaker,0,0,12,Actor.,55091,Actor,CORRECT
51,9,Tom Hanks,Career_error,VisTxtCont,"Architect, filmmaker.",Architect,mis_knowledge2,actor and filmmaker,0,0,12,Actor.,55091,Actor,CORRECT
52,10,Jennifer Lopez,Temporal_error,VisTxtCont,1968,1,mis_knowledge1,1969,0,0,12,1972,236770,1,INCORRECT
53,10,Jennifer Lopez,Temporal_error,VisTxtCont,1970,1,mis_knowledge2,1969,0,0,12,1972,236770,1,INCORRECT
54,10,Jennifer Lopez,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
55,10,Jennifer Lopez,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
56,10,Jennifer Lopez,Career_error,VisTxtCont,"Actress, dancer, chef.",Actress,mis_knowledge1,"singer, actress, and dancer",0,0,12,Actress.,218020,Actress,CORRECT
57,10,Jennifer Lopez,Career_error,VisTxtCont,"Singer, dancer, architect.",Singer,mis_knowledge2,"singer, actress, and dancer",0,0,12,Actress.,218020,Actress,CORRECT
58,11,Justin Bieber,Temporal_error,VisTxtCont,1995,1,mis_knowledge1,1994,0,0,12,1974,236770,1,INCORRECT
59,11,Justin Bieber,Temporal_error,VisTxtCont,1993,1,mis_knowledge2,1994,0,0,12,1974,236770,1,INCORRECT
60,11,Justin Bieber,location_error,VisTxtCont,American.,American,mis_knowledge1,Canadian,0,0,12,Canadian.,72888,Canadian,CORRECT
61,11,Justin Bieber,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,Canadian,0,0,12,Canadian.,72888,Canadian,CORRECT
62,11,Justin Bieber,Career_error,VisTxtCont,Chef and restaurateur,Chef,mis_knowledge1,singer and songwriter,0,0,12,"Poet, essayist.",10541,Po,INCORRECT
63,11,Justin Bieber,Career_error,VisTxtCont,Professional athlete,Professional,mis_knowledge2,singer and songwriter,0,0,12,"Poet, essayist.",10541,Po,INCORRECT
64,12,Rihanna,Temporal_error,VisTxtCont,1989,1,mis_knowledge1,1988,0,0,12,1987,236770,1,INCORRECT
65,12,Rihanna,Temporal_error,VisTxtCont,1987,1,mis_knowledge2,1988,0,0,12,1987,236770,1,INCORRECT
66,12,Rihanna,Career_error,VisTxtCont,"Chef, actress, businesswoman",Chef,mis_knowledge1,"singer, actress, and businesswoman",0,0,12,South Korean singer,23425,South,CORRECT
67,12,Rihanna,Career_error,VisTxtCont,"Singer, businesswoman, architect.",Singer,mis_knowledge2,"singer, actress, and businesswoman",0,0,12,South Korean singer,23425,South,CORRECT
68,13,LeBron James,Temporal_error,VisTxtCont,1985,1,mis_knowledge1,1984,0,0,12,1968,236770,1,INCORRECT
69,13,LeBron James,Temporal_error,VisTxtCont,1983,1,mis_knowledge2,1984,0,0,12,1968,236770,1,INCORRECT
70,13,LeBron James,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
71,13,LeBron James,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
72,13,LeBron James,Career_error,VisParam_TxtCont,Professional basketball player,Professional,mis_knowledge1,professional basketball player,0,0,12,Basketball player.,203403,Basketball,CORRECT
73,13,LeBron James,Career_error,VisTxtCont,Professional golfer,Professional,mis_knowledge2,professional basketball player,0,0,12,Basketball player.,203403,Basketball,CORRECT
74,14,Bill Gates,Temporal_error,VisTxtCont,1956,1,mis_knowledge1,1955,0,0,12,1943,236770,1,INCORRECT
75,14,Bill Gates,Temporal_error,VisTxtCont,1954,1,mis_knowledge2,1955,0,0,12,1943,236770,1,INCORRECT
76,14,Bill Gates,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
77,14,Bill Gates,Career_error,VisTxtCont,Chef and philanthropist.,Chef,mis_knowledge1,"business magnate, software developer, and philanthropist",0,0,12,Politician.,67429,Polit,INCORRECT
78,14,Bill Gates,Career_error,VisTxtCont,"Landscape architect, philanthropist.",Landscape,mis_knowledge2,"business magnate, software developer, and philanthropist",0,0,12,Politician.,67429,Polit,INCORRECT
79,15,Jeff Bezos,Temporal_error,VisTxtCont,1965,1,mis_knowledge1,1964,0,0,12,1944,236770,1,INCORRECT
80,15,Jeff Bezos,Temporal_error,VisTxtCont,1963,1,mis_knowledge2,1964,0,0,12,1944,236770,1,INCORRECT
81,15,Jeff Bezos,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
82,15,Jeff Bezos,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
83,15,Jeff Bezos,Career_error,VisParam_TxtCont,Founder of Amazon,Founder,mis_knowledge1,entrepreneur and founder of Amazon,0,0,12,Not enough information.,4348,Not,INCORRECT
84,15,Jeff Bezos,Career_error,VisParam_TxtCont,Founder of Amazon,Founder,mis_knowledge2,entrepreneur and founder of Amazon,0,0,12,Not enough information.,4348,Not,INCORRECT
85,16,Mark Zuckerberg,Temporal_error,VisTxtCont,1985,1,mis_knowledge1,1984,0,0,12,1964,236770,1,INCORRECT
86,16,Mark Zuckerberg,Temporal_error,VisTxtCont,1983,1,mis_knowledge2,1984,0,0,12,1964,236770,1,INCORRECT
87,16,Mark Zuckerberg,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
88,16,Mark Zuckerberg,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
89,16,Mark Zuckerberg,Career_error,VisTxtCont,Professional chef,Professional,mis_knowledge1,technology entrepreneur and CEO of Meta (formerly Facebook),0,0,12,Politician.,67429,Polit,INCORRECT
90,16,Mark Zuckerberg,Career_error,VisTxtParam,Civil engineer.,Civil,mis_knowledge2,technology entrepreneur and CEO of Meta (formerly Facebook),0,0,12,Politician.,67429,Polit,INCORRECT
91,17,Ariana Grande,Temporal_error,VisTxtCont,1992,1,mis_knowledge1,1993,0,0,12,1949,236770,1,INCORRECT
92,17,Ariana Grande,Temporal_error,VisTxtCont,1994,1,mis_knowledge2,1993,0,0,12,1949,236770,1,INCORRECT
93,17,Ariana Grande,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,Argentine,78759,Argent,INCORRECT
94,17,Ariana Grande,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,Argentine,78759,Argent,INCORRECT
95,17,Ariana Grande,Career_error,VisTxtCont,Actress and chef.,Actress,mis_knowledge1,singer and actress,0,0,12,Tennis player.,150484,Tennis,INCORRECT
96,17,Ariana Grande,Career_error,VisTxtCont,Singer and architect.,Singer,mis_knowledge2,singer and actress,0,0,12,Tennis player.,150484,Tennis,INCORRECT
97,18,Lady Gaga,Temporal_error,VisTxtCont,1985,1,mis_knowledge1,1986,0,0,12,1985,236770,1,INCORRECT
98,18,Lady Gaga,Temporal_error,VisTxtCont,1987,1,mis_knowledge2,1986,0,0,12,1985,236770,1,INCORRECT
99,18,Lady Gaga,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,German,51423,German,INCORRECT
100,18,Lady Gaga,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,German,51423,German,INCORRECT
101,18,Lady Gaga,Career_error,VisTxtCont,"Chef, songwriter, actress",Chef,mis_knowledge1,"singer, songwriter, and actress",0,0,12,"Singer, songwriter",119783,Singer,CORRECT
102,18,Lady Gaga,Career_error,VisTxtCont,"Singer, actress, architect.",Singer,mis_knowledge2,"singer, songwriter, and actress",0,0,12,"Singer, songwriter",119783,Singer,CORRECT
103,19,Chris Hemsworth,Temporal_error,VisTxtCont,1982,1,mis_knowledge1,1983,0,0,12,1972,236770,1,INCORRECT
104,19,Chris Hemsworth,Temporal_error,VisTxtCont,1984,1,mis_knowledge2,1983,0,0,12,1972,236770,1,INCORRECT
105,19,Chris Hemsworth,location_error,VisTxtCont,New Zealander.,New,mis_knowledge1,Australian,0,0,12,Canadian.,72888,Canadian,INCORRECT
106,19,Chris Hemsworth,location_error,VisTxtCont,British,British,mis_knowledge2,Australian,0,0,12,Canadian.,72888,Canadian,INCORRECT
107,19,Chris Hemsworth,Career_error,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,0,0,12,Professional wrestler,56753,Professional,INCORRECT
108,19,Chris Hemsworth,Career_error,VisTxtCont,Pilot.,Pilot,mis_knowledge2,actor,0,0,12,Professional wrestler,56753,Professional,INCORRECT
109,20,Scarlett Johansson,Temporal_error,VisTxtCont,1985,1,mis_knowledge1,1984,0,0,12,1992,236770,1,INCORRECT
110,20,Scarlett Johansson,Temporal_error,VisTxtCont,1983,1,mis_knowledge2,1984,0,0,12,1992,236770,1,INCORRECT
111,20,Scarlett Johansson,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,Swedish.,196559,Swedish,INCORRECT
112,20,Scarlett Johansson,location_error,VisParam_TxtCont,American,American,mis_knowledge2,American,0,0,12,Swedish.,196559,Swedish,INCORRECT
113,20,Scarlett Johansson,Career_error,VisTxtCont,Chef and singer.,Chef,mis_knowledge1,actress and singer,0,0,12,Actress.,218020,Actress,CORRECT
114,20,Scarlett Johansson,Career_error,VisTxtCont,Architect and singer.,Architect,mis_knowledge2,actress and singer,0,0,12,Actress.,218020,Actress,CORRECT
115,21,Brad Pitt,Temporal_error,VisTxtCont,1962,1,mis_knowledge1,1963,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
116,21,Brad Pitt,Temporal_error,VisTxtCont,1964,1,mis_knowledge2,1963,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
117,21,Brad Pitt,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
118,21,Brad Pitt,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
119,21,Brad Pitt,Career_error,VisTxtCont,Chef and producer.,Chef,mis_knowledge1,actor and film producer,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
120,21,Brad Pitt,Career_error,VisTxtCont,"Architect, film producer.",Architect,mis_knowledge2,actor and film producer,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
121,22,Johnny Depp,Temporal_error,VisTxtCont,1962,1,mis_knowledge1,1963,0,0,12,1973,236770,1,INCORRECT
122,22,Johnny Depp,Temporal_error,VisTxtCont,1964,1,mis_knowledge2,1963,0,0,12,1973,236770,1,INCORRECT
123,22,Johnny Depp,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,South Korean.,23425,South,INCORRECT
124,22,Johnny Depp,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,South Korean.,23425,South,INCORRECT
125,22,Johnny Depp,Career_error,VisTxtCont,Chef and musician.,Chef,mis_knowledge1,actor and musician,0,0,12,Actor.,55091,Actor,CORRECT
126,22,Johnny Depp,Career_error,VisTxtCont,Architect and musician.,Architect,mis_knowledge2,actor and musician,0,0,12,Actor.,55091,Actor,CORRECT
127,23,Will Smith,Temporal_error,VisTxtCont,1969,1,mis_knowledge1,1968,0,0,12,1944,236770,1,INCORRECT
128,23,Will Smith,Temporal_error,VisTxtCont,1967,1,mis_knowledge2,1968,0,0,12,1944,236770,1,INCORRECT
129,23,Will Smith,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
130,23,Will Smith,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
131,24,Kevin Hart,Temporal_error,VisTxtCont,1978,1,mis_knowledge1,1979,0,0,12,1937,236770,1,INCORRECT
132,24,Kevin Hart,Temporal_error,VisTxtCont,1980,1,mis_knowledge2,1979,0,0,12,1937,236770,1,INCORRECT
133,24,Kevin Hart,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,Canadian.,72888,Canadian,INCORRECT
134,24,Kevin Hart,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,Canadian.,72888,Canadian,INCORRECT
135,24,Kevin Hart,Career_error,VisTxtCont,Actor and chef.,Actor,mis_knowledge1,comedian and actor,0,0,12,Unknown.,41387,Unknown,INCORRECT
136,24,Kevin Hart,Career_error,VisTxtCont,Actor and journalist.,Actor,mis_knowledge2,comedian and actor,0,0,12,Unknown.,41387,Unknown,INCORRECT
137,25,The Rock,Temporal_error,VisTxtCont,1971,1,mis_knowledge1,1972,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
138,25,The Rock,Temporal_error,VisTxtCont,1973,1,mis_knowledge2,1972,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
139,25,The Rock,Career_error,VisTxtCont,"Chef, author, football player",Chef,mis_knowledge1,"[professional wrestler, actor, and former football player]",0,0,12,Please provide the entity you are,9366,Please,INCORRECT
140,25,The Rock,Career_error,VisTxtCont,"Professional golfer, motivational speaker, former football player.",Professional,mis_knowledge2,"[professional wrestler, actor, and former football player]",0,0,12,Please provide the entity you are,9366,Please,INCORRECT
141,26,Emma Watson,Temporal_error,VisTxtCont,1989,1,mis_knowledge1,1990,0,0,12,1941,236770,1,INCORRECT
142,26,Emma Watson,Temporal_error,VisTxtCont,1991,1,mis_knowledge2,1990,0,0,12,1941,236770,1,INCORRECT
143,26,Emma Watson,Career_error,VisTxtCont,Novelist and activist,Nov,mis_knowledge1,actress and activist,0,0,12,Politician.,67429,Polit,INCORRECT
144,26,Emma Watson,Career_error,VisTxtCont,Chef and activist,Chef,mis_knowledge2,actress and activist,0,0,12,Politician.,67429,Polit,INCORRECT
145,27,Daniel Radcliffe,Temporal_error,VisTxtCont,1988,1,mis_knowledge1,1989,0,0,12,1902,236770,1,INCORRECT
146,27,Daniel Radcliffe,Temporal_error,VisTxtCont,1990,1,mis_knowledge2,1989,0,0,12,1902,236770,1,INCORRECT
147,27,Daniel Radcliffe,location_error,VisTxtCont,Irish,Irish,mis_knowledge1,British,0,0,12,British-American.,53485,British,INCORRECT
148,27,Daniel Radcliffe,location_error,VisTxtCont,Welsh,Wel,mis_knowledge2,British,0,0,12,British-American.,53485,British,INCORRECT
149,27,Daniel Radcliffe,Career_error,VisTxtCont,Chef,Chef,mis_knowledge1,actor,0,0,12,Poet.,10541,Po,INCORRECT
150,27,Daniel Radcliffe,Career_error,VisTxtCont,Software engineer.,Software,mis_knowledge2,actor,0,0,12,Poet.,10541,Po,INCORRECT
151,28,Selena Gomez,Temporal_error,VisTxtCont,1991,1,mis_knowledge1,1992,0,0,12,1931,236770,1,INCORRECT
152,28,Selena Gomez,Temporal_error,VisTxtCont,1993,1,mis_knowledge2,1992,0,0,12,1931,236770,1,INCORRECT
153,28,Selena Gomez,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
154,28,Selena Gomez,location_error,VisTxtCont,Mexican.,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
155,28,Selena Gomez,Career_error,VisTxtCont,"Actress, chef, producer.",Actress,mis_knowledge1,"singer, actress, and producer",0,0,12,Actress.,218020,Actress,CORRECT
156,28,Selena Gomez,Career_error,VisParam_TxtCont,"Singer, producer.",Singer,mis_knowledge2,"singer, actress, and producer",0,0,12,Actress.,218020,Actress,CORRECT
157,29,Zendaya,Temporal_error,VisTxtCont,1995,1,mis_knowledge1,1996,0,0,12,1993,236770,1,INCORRECT
158,29,Zendaya,Temporal_error,VisTxtCont,1997,1,mis_knowledge2,1996,0,0,12,1993,236770,1,INCORRECT
159,29,Zendaya,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,Chinese.,48308,Chinese,INCORRECT
160,29,Zendaya,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,Chinese.,48308,Chinese,INCORRECT
161,29,Zendaya,Career_error,VisTxtCont,"Chef, singer, producer.",Chef,mis_knowledge1,"actress, singer, and producer",0,0,12,Data scientist.,2100,Data,INCORRECT
162,29,Zendaya,Career_error,VisTxtParam,"Actress, producer.",Actress,mis_knowledge2,"actress, singer, and producer",0,0,12,Data scientist.,2100,Data,INCORRECT
163,30,Tom Holland,Career_error,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
164,30,Tom Holland,Career_error,VisTxtCont,Software engineer.,Software,mis_knowledge2,actor,0,0,12,Please provide the entity you are,9366,Please,INCORRECT
165,31,Chris Pratt,location_error,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
166,31,Chris Pratt,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
167,31,Chris Pratt,Career_error,VisTxtCont,Chef.,Chef,mis_knowledge1,actor,0,0,12,Lawyer.,35487,Law,INCORRECT
168,31,Chris Pratt,Career_error,VisTxtCont,Software engineer.,Software,mis_knowledge2,actor,0,0,12,Lawyer.,35487,Law,INCORRECT
169,32,Jennifer Lawrence,Temporal_error,VisTxtCont,1989,1,mis_knowledge1,1990,0,0,12,1995,236770,1,INCORRECT
170,32,Jennifer Lawrence,Temporal_error,VisTxtCont,1991,1,mis_knowledge2,1990,0,0,12,1995,236770,1,INCORRECT
171,32,Jennifer Lawrence,location_error,VisTxtCont,Canadian,Canadian,mis_knowledge1,American,0,0,12,American.,14645,American,CORRECT
172,32,Jennifer Lawrence,location_error,VisTxtCont,Mexican,Mexican,mis_knowledge2,American,0,0,12,American.,14645,American,CORRECT
173,32,Jennifer Lawrence,Career_error,VisTxtCont,Chef,Chef,mis_knowledge1,actress,0,0,12,Actor.,55091,Actor,INCORRECT
174,32,Jennifer Lawrence,Career_error,VisTxtCont,Pilot.,Pilot,mis_knowledge2,actress,0,0,12,Actor.,55091,Actor,INCORRECT
175,33,Gal Gadot,Temporal_error,VisTxtCont,1984,1,mis_knowledge1,1985,0,0,12,1981,236770,1,INCORRECT
176,33,Gal Gadot,Temporal_error,VisTxtCont,1986,1,mis_knowledge2,1985,0,0,12,1981,236770,1,INCORRECT
177,33,Gal Gadot,Career_error,VisTxtCont,Model and chef.,Model,mis_knowledge1,actress and model,0,0,12,King,29776,King,INCORRECT
178,33,Gal Gadot,Career_error,VisTxtCont,Architect and model.,Architect,mis_knowledge2,actress and model,0,0,12,King,29776,King,INCORRECT
179,34,Henry Cavill,Career_error,VisTxtCont,Chef,Chef,mis_knowledge1,actor,0,0,12,Not enough information.,4348,Not,INCORRECT
180,34,Henry Cavill,Career_error,VisTxtCont,Pilot.,Pilot,mis_knowledge2,actor,0,0,12,Not enough information.,4348,Not,INCORRECT
181,35,Benedict Cumberbatch,location_error,VisTxtCont,Irish,Irish,mis_knowledge1,British,0,0,12,British-American,53485,British,INCORRECT
182,35,Benedict Cumberbatch,location_error,VisTxtCont,Scottish,Scottish,mis_knowledge2,British,0,0,12,British-American,53485,British,INCORRECT
183,35,Benedict Cumberbatch,Career_error,VisTxtCont,Chef,Chef,mis_knowledge1,actor,0,0,12,Neurosurgeon.,121968,Neuro,INCORRECT
184,35,Benedict Cumberbatch,Career_error,VisTxtCont,Architect,Architect,mis_knowledge2,actor,0,0,12,Neurosurgeon.,121968,Neuro,INCORRECT
185,36,Keanu Reeves,Temporal_error,VisTxtCont,1965,1,mis_knowledge1,1964,0,0,12,1972,236770,1,INCORRECT
186,36,Keanu Reeves,Temporal_error,VisTxtCont,1963,1,mis_knowledge2,1964,0,0,12,1972,236770,1,INCORRECT
187,36,Keanu Reeves,Career_error,VisTxtCont,Chef,Chef,mis_knowledge1,actor,0,0,12,Law professor.,35487,Law,INCORRECT
188,36,Keanu Reeves,Career_error,VisTxtCont,Pilot.,Pilot,mis_knowledge2,actor,0,0,12,Law professor.,35487,Law,INCORRECT
