ID,Entity,Category,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,src_start,dst_start,num_layers,New_Answer,TopDecodedTokenID,TopDecodedToken
6,Kanye West,Career_error,VisTxtParam,"
Rapper, architect, designer.",R,mis_knowledge2,"rapper, producer, and fashion designer",0,0,25,Musician and rapper.,24128,Music
7,Barack Obama,Career_error,VisParam_TxtCont,"
President",President,mis_knowledge1,[politician and former president],0,0,25,President,26137,President
7,Barack Obama,Career_error,VisParam_TxtCont,"
President",President,mis_knowledge2,[politician and former president],0,0,25,President,26137,President
8,Oprah Winfrey,Career_error,VisTxtParam,"
Talk show host",Talk,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",0,0,25,TV host,15653,TV
8,Oprah Winfrey,Career_error,VisTxtParam,"
Media executive.",Media,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",0,0,25,TV host,15653,TV
9,Tom Hanks,Career_error,VisTxtParam,"
Filmmaker and actor.",Fil,mis_knowledge1,actor and filmmaker,0,0,25,Actor.,18870,Actor
9,Tom Hanks,Career_error,VisTxtParam,"
Filmmaker.",Fil,mis_knowledge2,actor and filmmaker,0,0,25,Actor.,18870,Actor
10,Jennifer Lopez,Career_error,VisParam_TxtCont,"
Actress, dancer, chef.",Act,mis_knowledge1,"singer, actress, and dancer",0,0,25,Actress.,2414,Act
10,Jennifer Lopez,Career_error,VisTxtParam,"
Singer, actress, dancer.",S,mis_knowledge2,"singer, actress, and dancer",0,0,25,Actress.,2414,Act
11,Justin Bieber,Career_error,VisTxtCont,"
Chef and restaurateur.",Chef,mis_knowledge1,singer and songwriter,0,0,25,Actor.,18870,Actor
11,Justin Bieber,Career_error,VisTxtCont,"
Professional athlete.",Professional,mis_knowledge2,singer and songwriter,0,0,25,Actor.,18870,Actor
12,Rihanna,Career_error,VisTxtCont,"
Chef, actress, businesswoman.",Chef,mis_knowledge1,"singer, actress, and businesswoman",0,0,25,Singer-songwriter.,50,S
12,Rihanna,Career_error,VisTxtParam,"
Singer, architect, businesswoman.",S,mis_knowledge2,"singer, actress, and businesswoman",0,0,25,Singer-songwriter.,50,S
13,LeBron James,Career_error,VisParam_TxtCont,"
Professional basketball player.",Professional,mis_knowledge1,professional basketball player,0,0,25,Professional basketball player.,57513,Professional
13,LeBron James,Career_error,VisParam_TxtCont,"
Professional basketball player.",Professional,mis_knowledge2,professional basketball player,0,0,25,Professional basketball player.,57513,Professional
14,Bill Gates,Career_error,VisTxtCont,"
Professional chef.",Professional,mis_knowledge1,"business magnate, software developer, and philanthropist",0,0,25,Politician.,96347,Polit
14,Bill Gates,Career_error,VisParam_TxtCont,"
Philanthropist.",Phil,mis_knowledge2,"business magnate, software developer, and philanthropist",0,0,25,Politician.,96347,Polit
15,Jeff Bezos,Career_error,VisParam_TxtCont,"
Founder of Amazon.",Founder,mis_knowledge1,entrepreneur and founder of Amazon,0,0,25,Actor/Writer,18870,Actor
15,Jeff Bezos,Career_error,VisTxtParam,"
Founder of Amazon.",Founder,mis_knowledge2,entrepreneur and founder of Amazon,0,0,25,Actor/Writer,18870,Actor
16,Mark Zuckerberg,Career_error,VisTxtCont,"
Professional chef.",Professional,mis_knowledge1,technology entrepreneur and CEO of Meta (formerly Facebook),0,0,25,Unknown.,13790,Unknown
16,Mark Zuckerberg,Career_error,VisTxtCont,"
Civil engineer.",Civil,mis_knowledge2,technology entrepreneur and CEO of Meta (formerly Facebook),0,0,25,Unknown.,13790,Unknown
17,Ariana Grande,Career_error,VisTxtCont,"
Chef and actress.",Chef,mis_knowledge1,singer and actress,0,0,25,Actor/Actress.,18870,Actor
17,Ariana Grande,Career_error,VisTxtCont,"
Singer and architect.",S,mis_knowledge2,singer and actress,0,0,25,Actor/Actress.,18870,Actor
18,Lady Gaga,Career_error,VisParam_TxtCont,"
Singer-songwriter.",S,mis_knowledge1,"singer, songwriter, and actress",0,0,25,Not specified.,2623,Not
18,Lady Gaga,Career_error,VisTxtParam,"
Singer, architect, actress.",S,mis_knowledge2,"singer, songwriter, and actress",0,0,25,Not specified.,2623,Not
19,Chris Hemsworth,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,25,Actor.,18870,Actor
19,Chris Hemsworth,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,25,Actor.,18870,Actor
20,Scarlett Johansson,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge1,actress and singer,0,0,25,Actress,2414,Act
20,Scarlett Johansson,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress and singer,0,0,25,Actress,2414,Act
21,Brad Pitt,Career_error,VisTxtParam,"
Film producer.",Film,mis_knowledge1,actor and film producer,0,0,25,Actor.,18870,Actor
21,Brad Pitt,Career_error,VisTxtParam,"
Film producer.",Film,mis_knowledge2,actor and film producer,0,0,25,Actor.,18870,Actor
22,Johnny Depp,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and musician,0,0,25,Actor.,18870,Actor
22,Johnny Depp,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and musician,0,0,25,Actor.,18870,Actor
23,Will Smith,Career_error,VisParam_TxtCont,"
Actor, rapper, producer.",Actor,mis_knowledge1,"actor, rapper, and producer",0,0,25,Actor/Writer/Producer.,18870,Actor
23,Will Smith,Career_error,VisTxtParam,"
Actor, producer.",Actor,mis_knowledge2,"actor, rapper, and producer",0,0,25,Actor/Writer/Producer.,18870,Actor
24,Kevin Hart,Career_error,VisParam_TxtCont,"
Actor and comedian.",Actor,mis_knowledge1,comedian and actor,0,0,25,Actor.,18870,Actor
24,Kevin Hart,Career_error,VisTxtParam,"
Actor and comedian.",Actor,mis_knowledge2,comedian and actor,0,0,25,Actor.,18870,Actor
25,The Rock,Career_error,VisTxtParam,"
Actor, wrestler.",Actor,mis_knowledge1,"[professional wrestler, actor, and former football player]",0,0,25,Not specified.,2623,Not
25,The Rock,Career_error,VisParam_TxtCont,"
Actor, wrestler, producer.",Actor,mis_knowledge2,"[professional wrestler, actor, and former football player]",0,0,25,Not specified.,2623,Not
26,Emma Watson,Career_error,VisTxtCont,"
Novelist and activist.",Nov,mis_knowledge1,actress and activist,0,0,25,Actress.,2414,Act
26,Emma Watson,Career_error,VisTxtCont,"
Chef and activist.",Chef,mis_knowledge2,actress and activist,0,0,25,Actress.,2414,Act
27,Daniel Radcliffe,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor,0,0,25,Not specified.,2623,Not
27,Daniel Radcliffe,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,actor,0,0,25,Not specified.,2623,Not
28,Selena Gomez,Career_error,VisTxtCont,"
Chef, actress, producer.",Chef,mis_knowledge1,"singer, actress, and producer",0,0,25,Unknown.,13790,Unknown
28,Selena Gomez,Career_error,VisTxtParam,"
Singer, architect, producer.",S,mis_knowledge2,"singer, actress, and producer",0,0,25,Unknown.,13790,Unknown
29,Zendaya,Career_error,VisParam_TxtCont,"
Singer, actress, producer.",S,mis_knowledge1,"actress, singer, and producer",0,0,25,Software Engineer.,19250,Software
29,Zendaya,Career_error,VisTxtParam,"
Actress.",Act,mis_knowledge2,"actress, singer, and producer",0,0,25,Software Engineer.,19250,Software
30,Tom Holland,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor,0,0,25,Actor.,18870,Actor
30,Tom Holland,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,actor,0,0,25,Actor.,18870,Actor
31,Chris Pratt,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor,0,0,25,Actor.,18870,Actor
31,Chris Pratt,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge2,actor,0,0,25,Actor.,18870,Actor
32,Jennifer Lawrence,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,actress,0,0,25,Actress.,2414,Act
32,Jennifer Lawrence,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,0,0,25,Actress.,2414,Act
33,Gal Gadot,Career_error,VisParam_TxtCont,"
Model and actress.",Model,mis_knowledge1,actress and model,0,0,25,Unknown.,13790,Unknown
33,Gal Gadot,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress and model,0,0,25,Unknown.,13790,Unknown
34,Henry Cavill,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge1,actor,0,0,25,Historian.,48983,Histor
34,Henry Cavill,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,25,Historian.,48983,Histor
35,Benedict Cumberbatch,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,25,Priest,92878,Pri
35,Benedict Cumberbatch,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,25,Priest,92878,Pri
36,Keanu Reeves,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,25,Unknown.,13790,Unknown
36,Keanu Reeves,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor,0,0,25,Unknown.,13790,Unknown
37,Ryan Reynolds,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge1,actor and producer,0,0,25,Actor.,18870,Actor
37,Ryan Reynolds,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge2,actor and producer,0,0,25,Actor.,18870,Actor
38,Hugh Jackman,Career_error,VisTxtParam,"
Actor, singer, producer.",Actor,mis_knowledge1,"actor, singer, and producer",0,0,25,Actor.,18870,Actor
38,Hugh Jackman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,"actor, singer, and producer",0,0,25,Actor.,18870,Actor
39,Priyanka Chopra,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,"actress, producer, and former Miss World",0,0,25,Unknown occupation.,13790,Unknown
39,Priyanka Chopra,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,"actress, producer, and former Miss World",0,0,25,Unknown occupation.,13790,Unknown
40,Nicki Minaj,Career_error,VisTxtParam,"
Singer-songwriter.",S,mis_knowledge1,"rapper, singer, and songwriter",0,0,25,Actor/Writer,18870,Actor
40,Nicki Minaj,Career_error,VisTxtParam,"
Rapper",R,mis_knowledge2,"rapper, singer, and songwriter",0,0,25,Actor/Writer,18870,Actor
41,Cardi B,Career_error,VisParam_TxtCont,"
Rapper",R,mis_knowledge1,rapper and singer,0,0,25,Card player.,5770,Card
41,Cardi B,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,rapper and singer,0,0,25,Card player.,5770,Card
43,Ed Sheeran,Career_error,VisTxtCont,"
Professional footballer.",Professional,mis_knowledge1,singer-songwriter,0,0,25,Unknown.,13790,Unknown
43,Ed Sheeran,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,singer-songwriter,0,0,25,Unknown.,13790,Unknown
44,Bruno Mars,Career_error,VisParam_TxtCont,"
Singer-songwriter.",S,mis_knowledge1,"singer, songwriter, and record producer",0,0,25,Actor.,18870,Actor
44,Bruno Mars,Career_error,VisTxtParam,"
Singer, architect, producer.",S,mis_knowledge2,"singer, songwriter, and record producer",0,0,25,Actor.,18870,Actor
45,Adele,Career_error,VisParam_TxtCont,"
Singer-songwriter.",S,mis_knowledge1,singer-songwriter,0,0,25,Unknown.,13790,Unknown
45,Adele,Career_error,VisParam_TxtCont,"
Singer-songwriter.",S,mis_knowledge2,singer-songwriter,0,0,25,Unknown.,13790,Unknown
46,Harry Styles,Career_error,VisParam_TxtCont,"
Actor, singer, songwriter.",Actor,mis_knowledge1,"singer, songwriter, and actor",0,0,25,Actor.,18870,Actor
46,Harry Styles,Career_error,VisCont_TxtParam,"
Singer, actor, architect.",S,mis_knowledge2,"singer, songwriter, and actor",0,0,25,Actor.,18870,Actor
47,Shawn Mendes,Career_error,VisTxtCont,"
Professional athlete.",Professional,mis_knowledge1,singer-songwriter and musician,0,0,25,Actor.,18870,Actor
47,Shawn Mendes,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,singer-songwriter and musician,0,0,25,Actor.,18870,Actor
48,Billie Eilish,Career_error,VisTxtCont,"
Professional dancer.",Professional,mis_knowledge1,singer-songwriter,0,0,25,Politician.,96347,Polit
48,Billie Eilish,Career_error,VisCont_TxtParam,"
Novelist.",Nov,mis_knowledge2,singer-songwriter,0,0,25,Politician.,96347,Polit
49,Serena Williams,Career_error,VisParam_TxtCont,"
Professional tennis player.",Professional,mis_knowledge1,professional tennis player,0,0,25,Professional tennis player.,57513,Professional
49,Serena Williams,Career_error,VisParam_TxtCont,"
Professional tennis player.",Professional,mis_knowledge2,professional tennis player,0,0,25,Professional tennis player.,57513,Professional
50,Roger Federer,Career_error,VisParam_TxtCont,"
Professional tennis player.",Professional,mis_knowledge1,retired professional tennis player,0,0,25,Actor.,18870,Actor
50,Roger Federer,Career_error,VisParam_TxtCont,"
Professional tennis player.",Professional,mis_knowledge2,retired professional tennis player,0,0,25,Actor.,18870,Actor
51,Novak Djokovic,Career_error,VisParam_TxtCont,"
Professional tennis player.",Professional,mis_knowledge1,professional tennis player,0,0,25,Writer/Author.,6492,Writer
51,Novak Djokovic,Career_error,VisTxtParam,"
Professional tennis player.",Professional,mis_knowledge2,professional tennis player,0,0,25,Writer/Author.,6492,Writer
52,Kobe Bryant,Career_error,VisParam_TxtCont,"
Professional basketball player.",Professional,mis_knowledge1,former professional basketball player,0,0,25,Professional basketball player.,57513,Professional
52,Kobe Bryant,Career_error,VisParam_TxtCont,"
Professional basketball player.",Professional,mis_knowledge2,former professional basketball player,0,0,25,Professional basketball player.,57513,Professional
53,Stephen Curry,Career_error,VisParam_TxtCont,"
Professional basketball player.",Professional,mis_knowledge1,professional basketball player,0,0,25,Writer/Author.,6492,Writer
53,Stephen Curry,Career_error,VisParam_TxtCont,"
Professional basketball player",Professional,mis_knowledge2,professional basketball player,0,0,25,Writer/Author.,6492,Writer
54,Usain Bolt,Career_error,VisTxtCont,"
Retired footballer",Ret,mis_knowledge1,retired sprinter,0,0,25,Not specified.,2623,Not
54,Usain Bolt,Career_error,VisTxtParam,"
Retired athlete",Ret,mis_knowledge2,retired sprinter,0,0,25,Not specified.,2623,Not
55,Simone Biles,Career_error,VisParam_TxtCont,"
Gymnast",G,mis_knowledge1,gymnast,0,0,25,Athlete.,85240,Ath
55,Simone Biles,Career_error,VisTxtCont,"
Basketball player.",Basket,mis_knowledge2,gymnast,0,0,25,Athlete.,85240,Ath
56,Lewis Hamilton,Career_error,VisParam_TxtCont,"
Professional racer.",Professional,mis_knowledge1,Formula 1 racing driver,0,0,25,Politician.,96347,Polit
56,Lewis Hamilton,Career_error,VisParam_TxtCont,"
Formula One driver.",Formula,mis_knowledge2,Formula 1 racing driver,0,0,25,Politician.,96347,Polit
57,Virat Kohli,Career_error,VisParam_TxtCont,"
Cricket player",Cr,mis_knowledge1,cricketer,0,0,25,Unknown.,13790,Unknown
57,Virat Kohli,Career_error,VisParam_TxtCont,"
Cricket player",Cr,mis_knowledge2,cricketer,0,0,25,Unknown.,13790,Unknown
60,Jack Ma,Career_error,VisParam_TxtCont,"
Entrepreneur",Entre,mis_knowledge1,"[business magnate, investor, and philanthropist]",0,0,25,Actor.,18870,Actor
60,Jack Ma,Career_error,VisParam_TxtCont,"
Entrepreneur",Entre,mis_knowledge2,"[business magnate, investor, and philanthropist]",0,0,25,Actor.,18870,Actor
61,Tim Cook,Career_error,VisParam_TxtCont,"
CEO of Apple.",CEO,mis_knowledge1,business executive and CEO of Apple Inc,0,0,25,Unknown occupation.,13790,Unknown
61,Tim Cook,Career_error,VisTxtParam,"
CEO of Apple.",CEO,mis_knowledge2,business executive and CEO of Apple Inc,0,0,25,Unknown occupation.,13790,Unknown
62,Satya Nadella,Career_error,VisTxtParam,"
Business executive.",Business,mis_knowledge1,business executive and the CEO of Microsoft,0,0,25,Not specified.,2623,Not
62,Satya Nadella,Career_error,VisTxtParam,"
Business executive.",Business,mis_knowledge2,business executive and the CEO of Microsoft,0,0,25,Not specified.,2623,Not
63,Michelle Obama,Career_error,VisParam_TxtCont,"
Former First Lady.",Former,mis_knowledge1,"lawyer, author, and former First Lady of the United States",0,0,25,Actress.,2414,Act
63,Michelle Obama,Career_error,VisParam_TxtCont,"
Former First Lady.",Former,mis_knowledge2,"lawyer, author, and former First Lady of the United States",0,0,25,Actress.,2414,Act
64,Donald Trump,Career_error,VisTxtParam,"
Politician.",Polit,mis_knowledge1,"businessman, television personality, and politician",0,0,25,Politician.,96347,Polit
64,Donald Trump,Career_error,VisTxtCont,"
President",President,mis_knowledge2,"businessman, television personality, and politician",0,0,25,Politician.,96347,Polit
65,Justin Trudeau,Career_error,VisTxtCont,"
President of Canada",President,mis_knowledge1,Prime Minister of Canada,0,0,25,Actor.,18870,Actor
65,Justin Trudeau,Career_error,VisParam_TxtCont,"
Politician.",Polit,mis_knowledge2,Prime Minister of Canada,0,0,25,Actor.,18870,Actor
66,Angela Merkel,Career_error,VisTxtParam,"
Former Chancellor.",Former,mis_knowledge1,politician and former Chancellor of Germany,0,0,25,Actress.,2414,Act
66,Angela Merkel,Career_error,VisParam_TxtCont,"
Former Chancellor.",Former,mis_knowledge2,politician and former Chancellor of Germany,0,0,25,Actress.,2414,Act
68,Malala Yousafzai,Career_error,VisTxtCont,"
Professional athlete.",Professional,mis_knowledge1,activist for female education and the youngest Nobel Prize laureate,0,0,25,Not specified.,2623,Not
68,Malala Yousafzai,Career_error,VisTxtCont,"
Software engineer.",Software,mis_knowledge2,activist for female education and the youngest Nobel Prize laureate,0,0,25,Not specified.,2623,Not
70,Ellen DeGeneres,Career_error,VisParam_TxtCont,"
Television host.",Te,mis_knowledge1,"comedian, television host, actress, and writer",0,0,25,Actress.,2414,Act
70,Ellen DeGeneres,Career_error,VisTxtParam,"
Comedian, host.",Com,mis_knowledge2,"comedian, television host, actress, and writer",0,0,25,Actress.,2414,Act
71,Jimmy Fallon,Career_error,VisTxtParam,"
Television host.",Te,mis_knowledge1,"comedian, actor, and television host",0,0,25,Actor.,18870,Actor
71,Jimmy Fallon,Career_error,VisTxtParam,"
Comedian, host.",Com,mis_knowledge2,"comedian, actor, and television host",0,0,25,Actor.,18870,Actor
72,Stephen Colbert,Career_error,VisParam_TxtCont,"
Television host.",Te,mis_knowledge1,"comedian, actor, and television host",0,0,25,Writer/Author.,6492,Writer
72,Stephen Colbert,Career_error,VisTxtParam,"
Comedian, host.",Com,mis_knowledge2,"comedian, actor, and television host",0,0,25,Writer/Author.,6492,Writer
73,Conan O'Brien,Career_error,VisParam_TxtCont,"
Television host.",Te,mis_knowledge1,"comedian, writer, producer, and television host",0,0,25,Detective.,57193,Detect
73,Conan O'Brien,Career_error,VisTxtParam,"
Comedian, writer, producer.",Com,mis_knowledge2,"comedian, writer, producer, and television host",0,0,25,Detective.,57193,Detect
74,Trevor Noah,Career_error,VisParam_TxtCont,"
Television host",Te,mis_knowledge1,"comedian, television host, and author",0,0,25,Actor.,18870,Actor
74,Trevor Noah,Career_error,VisTxtParam,"
Comedian, architect, author.",Com,mis_knowledge2,"comedian, television host, and author",0,0,25,Actor.,18870,Actor
75,John Cena,Career_error,VisParam_TxtCont,"
Professional wrestler.",Professional,mis_knowledge1,professional wrestler and actor,0,0,25,Not specified.,2623,Not
75,John Cena,Career_error,VisTxtParam,"
Professional wrestler.",Professional,mis_knowledge2,professional wrestler and actor,0,0,25,Not specified.,2623,Not
76,Floyd Mayweather,Career_error,VisTxtParam,"
Boxer",Box,mis_knowledge1,professional boxer,0,0,25,Football player.,86323,Football
76,Floyd Mayweather,Career_error,VisParam_TxtCont,"
Boxer",Box,mis_knowledge2,professional boxer,0,0,25,Football player.,86323,Football
77,Gordon Ramsay,Career_error,VisParam_TxtCont,"
Chef.",Chef,mis_knowledge2,"chef, restaurateur, and television personality",0,0,25,Actor/Writer,18870,Actor
78,Jamie Oliver,Career_error,VisParam_TxtCont,"
Chef.",Chef,mis_knowledge1,"[chef, restaurateur, and media personality]",0,0,25,Actor/Writer,18870,Actor
78,Jamie Oliver,Career_error,VisParam_TxtCont,"
Chef.",Chef,mis_knowledge2,"[chef, restaurateur, and media personality]",0,0,25,Actor/Writer,18870,Actor
79,Martha Stewart,Career_error,VisTxtParam,"
Television personality.",Te,mis_knowledge1,"businesswoman, writer, and television personality",0,0,25,Writer/Author.,6492,Writer
79,Martha Stewart,Career_error,VisParam_TxtCont,"
Businesswoman, writer.",Business,mis_knowledge2,"businesswoman, writer, and television personality",0,0,25,Writer/Author.,6492,Writer
80,Reese Witherspoon,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,actress and producer,0,0,25,Actress,2414,Act
80,Reese Witherspoon,Career_error,VisTxtParam,"
Actress.",Act,mis_knowledge2,actress and producer,0,0,25,Actress,2414,Act
81,Anne Hathaway,Career_error,VisTxtCont,"
Novelist.",Nov,mis_knowledge1,actress,0,0,25,Writer/Author.,6492,Writer
81,Anne Hathaway,Career_error,VisTxtCont,"
Chef.",Chef,mis_knowledge2,actress,0,0,25,Writer/Author.,6492,Writer
83,Emma Stone,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,25,Actress.,2414,Act
83,Emma Stone,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge2,actress,0,0,25,Actress.,2414,Act
84,Ryan Gosling,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor and musician,0,0,25,Actor/Writer,18870,Actor
84,Ryan Gosling,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and musician,0,0,25,Actor/Writer,18870,Actor
85,Matthew McConaughey,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge1,actor and producer,0,0,25,Actor/Writer,18870,Actor
85,Matthew McConaughey,Career_error,VisTxtParam,"
Actor",Actor,mis_knowledge2,actor and producer,0,0,25,Actor/Writer,18870,Actor
86,Leonardo DiCaprio,Career_error,VisTxtParam,"
Film producer.",Film,mis_knowledge1,actor and film producer,0,0,25,Artist and inventor.,40309,Artist
86,Leonardo DiCaprio,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and film producer,0,0,25,Artist and inventor.,40309,Artist
87,Matt Damon,Career_error,VisParam_TxtCont,"
Actor, producer, writer.",Actor,mis_knowledge1,"actor, producer, and screenwriter",0,0,25,Actor.,18870,Actor
87,Matt Damon,Career_error,VisTxtParam,"
Actor, producer, writer.",Actor,mis_knowledge2,"actor, producer, and screenwriter",0,0,25,Actor.,18870,Actor
88,Ben Affleck,Career_error,VisTxtCont,"
Chef, director, producer.",Chef,mis_knowledge1,"actor, director, and producer",0,0,25,Actor/Writer,18870,Actor
88,Ben Affleck,Career_error,VisCont_TxtParam,"
Actor, producer, architect.",Actor,mis_knowledge2,"actor, director, and producer",0,0,25,Actor/Writer,18870,Actor
89,George Clooney,Career_error,VisParam_TxtCont,"
Actor, director, producer.",Actor,mis_knowledge1,"actor, director, and producer",0,0,25,Unknown.,13790,Unknown
89,George Clooney,Career_error,VisTxtParam,"
Actor, director, producer.",Actor,mis_knowledge2,"actor, director, and producer",0,0,25,Unknown.,13790,Unknown
90,Julia Roberts,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,25,Actress.,2414,Act
90,Julia Roberts,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,0,0,25,Actress.,2414,Act
91,Nicole Kidman,Career_error,VisParam_TxtCont,"
Actress",Act,mis_knowledge1,[actress and producer],0,0,25,Actress.,2414,Act
91,Nicole Kidman,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,[actress and producer],0,0,25,Actress.,2414,Act
92,Meryl Streep,Career_error,VisTxtParam,"
Actress.",Act,mis_knowledge1,actress,0,0,25,Not specified.,2623,Not
92,Meryl Streep,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,0,0,25,Not specified.,2623,Not
93,Cate Blanchett,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress,0,0,25,Unknown.,13790,Unknown
93,Cate Blanchett,Career_error,VisTxtParam,"
Actress",Act,mis_knowledge2,actress,0,0,25,Unknown.,13790,Unknown
94,Charlize Theron,Career_error,VisParam_TxtCont,"
Actress.",Act,mis_knowledge1,actress and producer,0,0,25,Actor/Actress.,18870,Actor
94,Charlize Theron,Career_error,VisTxtParam,"
Actor/actress.",Actor,mis_knowledge2,actress and producer,0,0,25,Actor/Actress.,18870,Actor
95,Idris Elba,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,"actor, producer, musician, and DJ",0,0,25,Not specified.,2623,Not
95,Idris Elba,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,"actor, producer, musician, and DJ",0,0,25,Not specified.,2623,Not
96,Denzel Washington,Career_error,VisTxtCont,"
Chef and filmmaker.",Chef,mis_knowledge1,actor and filmmaker,0,0,25,Not specified.,2623,Not
96,Denzel Washington,Career_error,VisTxtParam,"
Actor and filmmaker.",Actor,mis_knowledge2,actor and filmmaker,0,0,25,Not specified.,2623,Not
97,Morgan Freeman,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and narrator,0,0,25,Actor/Writer,18870,Actor
97,Morgan Freeman,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge2,actor and narrator,0,0,25,Actor/Writer,18870,Actor
98,Samuel L,Career_error,VisParam_TxtCont,"
Actor.",Actor,mis_knowledge1,actor and producer,0,0,25,Writer/Author.,6492,Writer
98,Samuel L,Career_error,VisTxtParam,"
Actor/Producer.",Actor,mis_knowledge2,actor and producer,0,0,25,Writer/Author.,6492,Writer
99,Liam Neeson,Career_error,VisTxtParam,"
Actor.",Actor,mis_knowledge1,actor,0,0,25,Not specified.,2623,Not
