ID,Entity,Category,Group,Query,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,ctx_first_token_id,dst_start,end_layer,patched_layers,head,pos_src_count,pos_dst_count,baseline_logit_noRAG,patched_logit_noRAG,delta
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,5,0..5,-1,1369,1369,26.8125,26.8125,0.0
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,6,0..6,-1,1369,1369,26.8125,26.875,0.0625
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,7,0..7,-1,1369,1369,26.8125,26.875,0.0625
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,8,0..8,-1,1369,1369,26.8125,26.703125,-0.109375
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,9,0..9,-1,1369,1369,26.8125,26.640625,-0.171875
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,10,0..10,-1,1369,1369,26.8125,26.671875,-0.140625
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,11,0..11,-1,1369,1369,26.8125,26.546875,-0.265625
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,12,0..12,-1,1369,1369,26.8125,26.359375,-0.453125
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,13,0..13,-1,1369,1369,26.8125,26.25,-0.5625
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,14,0..14,-1,1369,1369,26.8125,26.3125,-0.5
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,15,0..15,-1,1369,1369,26.8125,26.390625,-0.421875
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,16,0..16,-1,1369,1369,26.8125,26.28125,-0.53125
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,17,0..17,-1,1369,1369,26.8125,26.328125,-0.484375
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,18,0..18,-1,1369,1369,26.8125,26.328125,-0.484375
1,Taylor Swift,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1989,1990,16,0,19,0..19,-1,1369,1369,26.8125,26.359375,-0.453125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,0,0..0,-1,1369,1369,15.6796875,15.6484375,-0.03125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,1,0..1,-1,1369,1369,15.6796875,15.6484375,-0.03125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,2,0..2,-1,1369,1369,15.6796875,15.71875,0.0390625
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,3,0..3,-1,1369,1369,15.6796875,15.7109375,0.03125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,4,0..4,-1,1369,1369,15.6796875,15.640625,-0.0390625
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,5,0..5,-1,1369,1369,15.6796875,15.6015625,-0.078125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,6,0..6,-1,1369,1369,15.6796875,15.625,-0.0546875
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,7,0..7,-1,1369,1369,15.6796875,15.6171875,-0.0625
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,8,0..8,-1,1369,1369,15.6796875,15.6875,0.0078125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,9,0..9,-1,1369,1369,15.6796875,15.828125,0.1484375
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,10,0..10,-1,1369,1369,15.6796875,15.7578125,0.078125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,11,0..11,-1,1369,1369,15.6796875,15.765625,0.0859375
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,12,0..12,-1,1369,1369,15.6796875,15.6953125,0.015625
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,13,0..13,-1,1369,1369,15.6796875,15.6875,0.0078125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,14,0..14,-1,1369,1369,15.6796875,15.6953125,0.015625
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,15,0..15,-1,1369,1369,15.6796875,15.84375,0.1640625
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,16,0..16,-1,1369,1369,15.6796875,15.8125,0.1328125
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,17,0..17,-1,1369,1369,15.6796875,15.9140625,0.234375
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,18,0..18,-1,1369,1369,15.6796875,15.90625,0.2265625
1,Taylor Swift,location_error,VisTxtCont,What is the nationality of the entity?,mis_knowledge1,American,Canadian,59574,0,19,0..19,-1,1369,1369,15.6796875,16.375,0.6953125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,0,0..0,-1,1369,1369,10.46875,10.4609375,-0.0078125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,1,0..1,-1,1369,1369,10.46875,10.46875,0.0
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,2,0..2,-1,1369,1369,10.46875,10.4765625,0.0078125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,3,0..3,-1,1369,1369,10.46875,10.46875,0.0
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,4,0..4,-1,1369,1369,10.46875,10.4296875,-0.0390625
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,5,0..5,-1,1369,1369,10.46875,10.390625,-0.078125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,6,0..6,-1,1369,1369,10.46875,10.40625,-0.0625
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,7,0..7,-1,1369,1369,10.46875,10.40625,-0.0625
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,8,0..8,-1,1369,1369,10.46875,10.4375,-0.03125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,9,0..9,-1,1369,1369,10.46875,10.546875,0.078125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,10,0..10,-1,1369,1369,10.46875,10.5390625,0.0703125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,11,0..11,-1,1369,1369,10.46875,10.546875,0.078125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,12,0..12,-1,1369,1369,10.46875,10.578125,0.109375
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,13,0..13,-1,1369,1369,10.46875,10.609375,0.140625
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,14,0..14,-1,1369,1369,10.46875,10.59375,0.125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,15,0..15,-1,1369,1369,10.46875,10.6015625,0.1328125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,16,0..16,-1,1369,1369,10.46875,10.4765625,0.0078125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,17,0..17,-1,1369,1369,10.46875,10.5,0.03125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,18,0..18,-1,1369,1369,10.46875,10.5390625,0.0703125
1,Taylor Swift,location_error,VisTxtParam,What is the nationality of the entity?,mis_knowledge2,American,Mexican,51565,0,19,0..19,-1,1369,1369,10.46875,10.6015625,0.1328125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,0,0..0,-1,1369,1369,1.80078125,1.796875,-0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,1,0..1,-1,1369,1369,1.80078125,1.8076171875,0.0068359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,2,0..2,-1,1369,1369,1.80078125,1.8603515625,0.0595703125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,3,0..3,-1,1369,1369,1.80078125,1.818359375,0.017578125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,4,0..4,-1,1369,1369,1.80078125,1.7880859375,-0.0126953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,5,0..5,-1,1369,1369,1.80078125,1.78125,-0.01953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,6,0..6,-1,1369,1369,1.80078125,1.7314453125,-0.0693359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,7,0..7,-1,1369,1369,1.80078125,1.681640625,-0.119140625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,8,0..8,-1,1369,1369,1.80078125,1.74609375,-0.0546875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,9,0..9,-1,1369,1369,1.80078125,1.744140625,-0.056640625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,10,0..10,-1,1369,1369,1.80078125,1.7607421875,-0.0400390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,11,0..11,-1,1369,1369,1.80078125,1.810546875,0.009765625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,12,0..12,-1,1369,1369,1.80078125,1.908203125,0.107421875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,13,0..13,-1,1369,1369,1.80078125,1.947265625,0.146484375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,14,0..14,-1,1369,1369,1.80078125,2.056640625,0.255859375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,15,0..15,-1,1369,1369,1.80078125,2.015625,0.21484375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,16,0..16,-1,1369,1369,1.80078125,2.224609375,0.423828125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,17,0..17,-1,1369,1369,1.80078125,2.369140625,0.568359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,18,0..18,-1,1369,1369,1.80078125,2.35546875,0.5546875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,singer-songwriter,novelist,38042,0,19,0..19,-1,1369,1369,1.80078125,2.427734375,0.626953125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,0,0..0,-1,1369,1369,4.0625,4.05078125,-0.01171875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,1,0..1,-1,1369,1369,4.0625,4.05859375,-0.00390625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,2,0..2,-1,1369,1369,4.0625,4.12890625,0.06640625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,3,0..3,-1,1369,1369,4.0625,4.11328125,0.05078125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,4,0..4,-1,1369,1369,4.0625,4.125,0.0625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,5,0..5,-1,1369,1369,4.0625,4.15234375,0.08984375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,6,0..6,-1,1369,1369,4.0625,4.0625,0.0
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,7,0..7,-1,1369,1369,4.0625,4.0546875,-0.0078125
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,8,0..8,-1,1369,1369,4.0625,4.125,0.0625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,9,0..9,-1,1369,1369,4.0625,4.10546875,0.04296875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,10,0..10,-1,1369,1369,4.0625,4.07421875,0.01171875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,11,0..11,-1,1369,1369,4.0625,4.171875,0.109375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,12,0..12,-1,1369,1369,4.0625,4.109375,0.046875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,13,0..13,-1,1369,1369,4.0625,4.046875,-0.015625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,14,0..14,-1,1369,1369,4.0625,4.28125,0.21875
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,15,0..15,-1,1369,1369,4.0625,4.19140625,0.12890625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,16,0..16,-1,1369,1369,4.0625,4.2890625,0.2265625
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,17,0..17,-1,1369,1369,4.0625,4.3984375,0.3359375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,18,0..18,-1,1369,1369,4.0625,4.40625,0.34375
1,Taylor Swift,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge2,singer-songwriter,chef,75079,0,19,0..19,-1,1369,1369,4.0625,4.43359375,0.37109375
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,0,0..0,-1,999,999,26.546875,26.5,-0.046875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,1,0..1,-1,999,999,26.546875,26.5,-0.046875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,2,0..2,-1,999,999,26.546875,26.5,-0.046875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,3,0..3,-1,999,999,26.546875,26.421875,-0.125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,4,0..4,-1,999,999,26.546875,26.421875,-0.125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,5,0..5,-1,999,999,26.546875,26.421875,-0.125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,6,0..6,-1,999,999,26.546875,26.359375,-0.1875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,7,0..7,-1,999,999,26.546875,26.3125,-0.234375
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,8,0..8,-1,999,999,26.546875,26.21875,-0.328125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,9,0..9,-1,999,999,26.546875,26.0625,-0.484375
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,10,0..10,-1,999,999,26.546875,26.03125,-0.515625
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,11,0..11,-1,999,999,26.546875,25.765625,-0.78125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,12,0..12,-1,999,999,26.546875,25.4375,-1.109375
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,13,0..13,-1,999,999,26.546875,25.421875,-1.125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,14,0..14,-1,999,999,26.546875,25.359375,-1.1875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,15,0..15,-1,999,999,26.546875,25.46875,-1.078125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,16,0..16,-1,999,999,26.546875,25.359375,-1.1875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,17,0..17,-1,999,999,26.546875,25.34375,-1.203125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,18,0..18,-1,999,999,26.546875,25.328125,-1.21875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge1,1971,1970,16,0,19,0..19,-1,999,999,26.546875,25.359375,-1.1875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,0,0..0,-1,999,999,26.546875,26.5,-0.046875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,1,0..1,-1,999,999,26.546875,26.484375,-0.0625
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,2,0..2,-1,999,999,26.546875,26.53125,-0.015625
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,3,0..3,-1,999,999,26.546875,26.421875,-0.125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,4,0..4,-1,999,999,26.546875,26.421875,-0.125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,5,0..5,-1,999,999,26.546875,26.4375,-0.109375
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,6,0..6,-1,999,999,26.546875,26.359375,-0.1875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,7,0..7,-1,999,999,26.546875,26.3125,-0.234375
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,8,0..8,-1,999,999,26.546875,26.234375,-0.3125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,9,0..9,-1,999,999,26.546875,26.078125,-0.46875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,10,0..10,-1,999,999,26.546875,26.046875,-0.5
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,11,0..11,-1,999,999,26.546875,25.796875,-0.75
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,12,0..12,-1,999,999,26.546875,25.4375,-1.109375
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,13,0..13,-1,999,999,26.546875,25.390625,-1.15625
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,14,0..14,-1,999,999,26.546875,25.328125,-1.21875
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,15,0..15,-1,999,999,26.546875,25.421875,-1.125
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,16,0..16,-1,999,999,26.546875,25.28125,-1.265625
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,17,0..17,-1,999,999,26.546875,25.296875,-1.25
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,18,0..18,-1,999,999,26.546875,25.28125,-1.265625
2,Elon Musk,Temporal_error,VisTxtCont,What year was the entity born?,mis_knowledge2,1971,1972,16,0,19,0..19,-1,999,999,26.546875,25.28125,-1.265625
