ID,Entity,Category,Group,Query,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,ctx_first_token_id,dst_start,end_layer,patched_layers,head,pos_src_count,pos_dst_count,baseline_logit_noRAG,patched_logit_noRAG,logit_mockRAG,delta
2,Elon Musk,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"business magnate, investor, and engineer",chef,75079,0,20,0..20,-1,999,999,4.79296875,4.28515625,13.1484375,-0.5078125
2,Elon Musk,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"business magnate, investor, and engineer",chef,75079,0,21,0..21,-1,999,999,4.79296875,4.3203125,13.1484375,-0.47265625
2,Elon Musk,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"business magnate, investor, and engineer",chef,75079,0,22,0..22,-1,999,999,4.79296875,4.31640625,13.1484375,-0.4765625
2,Elon Musk,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"business magnate, investor, and engineer",chef,75079,0,23,0..23,-1,999,999,4.79296875,4.9609375,13.1484375,0.16796875
2,Elon Musk,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"business magnate, investor, and engineer",chef,75079,0,24,0..24,-1,999,999,4.79296875,4.9453125,13.1484375,0.15234375
2,Elon Musk,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"business magnate, investor, and engineer",chef,75079,0,25,0..25,-1,999,999,4.79296875,4.94921875,13.1484375,0.15625
2,Elon Musk,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"business magnate, investor, and engineer",chef,75079,0,26,0..26,-1,999,999,4.79296875,4.91015625,13.1484375,0.1171875
2,Elon Musk,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"business magnate, investor, and engineer",chef,75079,0,27,0..27,-1,999,999,4.79296875,4.91015625,13.1484375,0.1171875
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,professional footballer,professional basketball player,65786,0,20,0..20,-1,777,777,17.390625,16.75,17.984375,-0.640625
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,professional footballer,professional basketball player,65786,0,21,0..21,-1,777,777,17.390625,16.734375,17.984375,-0.65625
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,professional footballer,professional basketball player,65786,0,22,0..22,-1,777,777,17.390625,16.75,17.984375,-0.640625
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,professional footballer,professional basketball player,65786,0,23,0..23,-1,777,777,17.390625,16.734375,17.984375,-0.65625
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,professional footballer,professional basketball player,65786,0,24,0..24,-1,777,777,17.390625,16.734375,17.984375,-0.65625
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,professional footballer,professional basketball player,65786,0,25,0..25,-1,777,777,17.390625,16.703125,17.984375,-0.6875
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,professional footballer,professional basketball player,65786,0,26,0..26,-1,777,777,17.390625,16.703125,17.984375,-0.6875
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,professional footballer,professional basketball player,65786,0,27,0..27,-1,777,777,17.390625,16.703125,17.984375,-0.6875
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,professional footballer,professional tennis player,65786,0,20,0..20,-1,777,777,17.390625,16.546875,18.5625,-0.84375
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,professional footballer,professional tennis player,65786,0,21,0..21,-1,777,777,17.390625,16.546875,18.5625,-0.84375
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,professional footballer,professional tennis player,65786,0,22,0..22,-1,777,777,17.390625,16.546875,18.5625,-0.84375
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,professional footballer,professional tennis player,65786,0,23,0..23,-1,777,777,17.390625,16.578125,18.5625,-0.8125
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,professional footballer,professional tennis player,65786,0,24,0..24,-1,777,777,17.390625,16.5625,18.5625,-0.828125
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,professional footballer,professional tennis player,65786,0,25,0..25,-1,777,777,17.390625,16.546875,18.5625,-0.84375
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,professional footballer,professional tennis player,65786,0,26,0..26,-1,777,777,17.390625,16.546875,18.5625,-0.84375
3,Cristiano Ronaldo,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,professional footballer,professional tennis player,65786,0,27,0..27,-1,777,777,17.390625,16.546875,18.5625,-0.84375
4,Dwayne Johnson,Career_error,VisCont_TxtParam,What is the occupation of the entity?,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,65786,0,20,0..20,-1,851,851,11.59375,11.921875,15.3515625,0.328125
4,Dwayne Johnson,Career_error,VisCont_TxtParam,What is the occupation of the entity?,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,65786,0,21,0..21,-1,851,851,11.59375,11.7890625,15.3515625,0.1953125
4,Dwayne Johnson,Career_error,VisCont_TxtParam,What is the occupation of the entity?,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,65786,0,22,0..22,-1,851,851,11.59375,11.9140625,15.3515625,0.3203125
4,Dwayne Johnson,Career_error,VisCont_TxtParam,What is the occupation of the entity?,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,65786,0,23,0..23,-1,851,851,11.59375,12.6875,15.3515625,1.09375
4,Dwayne Johnson,Career_error,VisCont_TxtParam,What is the occupation of the entity?,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,65786,0,24,0..24,-1,851,851,11.59375,12.625,15.3515625,1.03125
4,Dwayne Johnson,Career_error,VisCont_TxtParam,What is the occupation of the entity?,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,65786,0,25,0..25,-1,851,851,11.59375,12.59375,15.3515625,1.0
4,Dwayne Johnson,Career_error,VisCont_TxtParam,What is the occupation of the entity?,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,65786,0,26,0..26,-1,851,851,11.59375,12.5234375,15.3515625,0.9296875
4,Dwayne Johnson,Career_error,VisCont_TxtParam,What is the occupation of the entity?,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,65786,0,27,0..27,-1,851,851,11.59375,12.5234375,15.3515625,0.9296875
4,Dwayne Johnson,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"professional wrestler, actor, and producer",architect,1113,0,20,0..20,-1,851,851,-0.171875,0.164794921875,8.140625,0.336669921875
4,Dwayne Johnson,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"professional wrestler, actor, and producer",architect,1113,0,21,0..21,-1,851,851,-0.171875,0.1824951171875,8.140625,0.3543701171875
4,Dwayne Johnson,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"professional wrestler, actor, and producer",architect,1113,0,22,0..22,-1,851,851,-0.171875,0.2205810546875,8.140625,0.3924560546875
4,Dwayne Johnson,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"professional wrestler, actor, and producer",architect,1113,0,23,0..23,-1,851,851,-0.171875,0.454833984375,8.140625,0.626708984375
4,Dwayne Johnson,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"professional wrestler, actor, and producer",architect,1113,0,24,0..24,-1,851,851,-0.171875,0.408935546875,8.140625,0.580810546875
4,Dwayne Johnson,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"professional wrestler, actor, and producer",architect,1113,0,25,0..25,-1,851,851,-0.171875,0.42236328125,8.140625,0.59423828125
4,Dwayne Johnson,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"professional wrestler, actor, and producer",architect,1113,0,26,0..26,-1,851,851,-0.171875,0.41796875,8.140625,0.58984375
4,Dwayne Johnson,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"professional wrestler, actor, and producer",architect,1113,0,27,0..27,-1,851,851,-0.171875,0.41796875,8.140625,0.58984375
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,65786,0,20,0..20,-1,962,962,7.5625,7.390625,16.171875,-0.171875
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,65786,0,21,0..21,-1,962,962,7.5625,7.39453125,16.171875,-0.16796875
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,65786,0,22,0..22,-1,962,962,7.5625,7.5,16.171875,-0.0625
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,65786,0,23,0..23,-1,962,962,7.5625,8.3125,16.171875,0.75
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,65786,0,24,0..24,-1,962,962,7.5625,8.265625,16.171875,0.703125
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,65786,0,25,0..25,-1,962,962,7.5625,8.2734375,16.171875,0.7109375
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,65786,0,26,0..26,-1,962,962,7.5625,8.203125,16.171875,0.640625
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,65786,0,27,0..27,-1,962,962,7.5625,8.203125,16.171875,0.640625
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,36651,0,20,0..20,-1,962,962,2.865234375,3.15625,16.578125,0.291015625
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,36651,0,21,0..21,-1,962,962,2.865234375,3.177734375,16.578125,0.3125
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,36651,0,22,0..22,-1,962,962,2.865234375,3.294921875,16.578125,0.4296875
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,36651,0,23,0..23,-1,962,962,2.865234375,3.97265625,16.578125,1.107421875
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,36651,0,24,0..24,-1,962,962,2.865234375,3.91796875,16.578125,1.052734375
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,36651,0,25,0..25,-1,962,962,2.865234375,3.947265625,16.578125,1.08203125
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,36651,0,26,0..26,-1,962,962,2.865234375,3.896484375,16.578125,1.03125
5,Kim Kardashian,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,36651,0,27,0..27,-1,962,962,2.865234375,3.896484375,16.578125,1.03125
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,[politician and former president],chef,75079,0,20,0..20,-1,1073,1073,2.62109375,3.177734375,14.8125,0.556640625
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,[politician and former president],chef,75079,0,21,0..21,-1,1073,1073,2.62109375,3.267578125,14.8125,0.646484375
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,[politician and former president],chef,75079,0,22,0..22,-1,1073,1073,2.62109375,3.259765625,14.8125,0.638671875
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,[politician and former president],chef,75079,0,23,0..23,-1,1073,1073,2.62109375,4.3046875,14.8125,1.68359375
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,[politician and former president],chef,75079,0,24,0..24,-1,1073,1073,2.62109375,4.28125,14.8125,1.66015625
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,[politician and former president],chef,75079,0,25,0..25,-1,1073,1073,2.62109375,4.328125,14.8125,1.70703125
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,[politician and former president],chef,75079,0,26,0..26,-1,1073,1073,2.62109375,4.2890625,14.8125,1.66796875
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,[politician and former president],chef,75079,0,27,0..27,-1,1073,1073,2.62109375,4.2890625,14.8125,1.66796875
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,[politician and former president],professional basketball player,65786,0,20,0..20,-1,1073,1073,7.0078125,7.328125,16.484375,0.3203125
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,[politician and former president],professional basketball player,65786,0,21,0..21,-1,1073,1073,7.0078125,7.31640625,16.484375,0.30859375
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,[politician and former president],professional basketball player,65786,0,22,0..22,-1,1073,1073,7.0078125,7.41015625,16.484375,0.40234375
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,[politician and former president],professional basketball player,65786,0,23,0..23,-1,1073,1073,7.0078125,7.62109375,16.484375,0.61328125
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,[politician and former president],professional basketball player,65786,0,24,0..24,-1,1073,1073,7.0078125,7.609375,16.484375,0.6015625
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,[politician and former president],professional basketball player,65786,0,25,0..25,-1,1073,1073,7.0078125,7.6015625,16.484375,0.59375
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,[politician and former president],professional basketball player,65786,0,26,0..26,-1,1073,1073,7.0078125,7.58984375,16.484375,0.58203125
7,Barack Obama,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge2,[politician and former president],professional basketball player,65786,0,27,0..27,-1,1073,1073,7.0078125,7.58984375,16.484375,0.58203125
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,75079,0,20,0..20,-1,1073,1073,5.08203125,5.16015625,14.1015625,0.078125
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,75079,0,21,0..21,-1,1073,1073,5.08203125,5.18359375,14.1015625,0.1015625
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,75079,0,22,0..22,-1,1073,1073,5.08203125,5.26171875,14.1015625,0.1796875
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,75079,0,23,0..23,-1,1073,1073,5.08203125,5.83203125,14.1015625,0.75
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,75079,0,24,0..24,-1,1073,1073,5.08203125,5.80078125,14.1015625,0.71875
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,75079,0,25,0..25,-1,1073,1073,5.08203125,5.81640625,14.1015625,0.734375
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,75079,0,26,0..26,-1,1073,1073,5.08203125,5.765625,14.1015625,0.68359375
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,75079,0,27,0..27,-1,1073,1073,5.08203125,5.765625,14.1015625,0.68359375
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,1113,0,20,0..20,-1,1073,1073,1.4638671875,1.689453125,7.96875,0.2255859375
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,1113,0,21,0..21,-1,1073,1073,1.4638671875,1.58203125,7.96875,0.1181640625
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,1113,0,22,0..22,-1,1073,1073,1.4638671875,1.623046875,7.96875,0.1591796875
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,1113,0,23,0..23,-1,1073,1073,1.4638671875,1.6484375,7.96875,0.1845703125
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,1113,0,24,0..24,-1,1073,1073,1.4638671875,1.642578125,7.96875,0.1787109375
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,1113,0,25,0..25,-1,1073,1073,1.4638671875,1.65234375,7.96875,0.1884765625
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,1113,0,26,0..26,-1,1073,1073,1.4638671875,1.6435546875,7.96875,0.1796875
8,Oprah Winfrey,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,1113,0,27,0..27,-1,1073,1073,1.4638671875,1.6435546875,7.96875,0.1796875
9,Tom Hanks,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actor and filmmaker,chef,75079,0,20,0..20,-1,925,925,4.20703125,4.734375,13.46875,0.52734375
9,Tom Hanks,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actor and filmmaker,chef,75079,0,21,0..21,-1,925,925,4.20703125,4.76171875,13.46875,0.5546875
9,Tom Hanks,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actor and filmmaker,chef,75079,0,22,0..22,-1,925,925,4.20703125,4.8125,13.46875,0.60546875
9,Tom Hanks,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actor and filmmaker,chef,75079,0,23,0..23,-1,925,925,4.20703125,5.06640625,13.46875,0.859375
9,Tom Hanks,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actor and filmmaker,chef,75079,0,24,0..24,-1,925,925,4.20703125,5.06640625,13.46875,0.859375
9,Tom Hanks,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actor and filmmaker,chef,75079,0,25,0..25,-1,925,925,4.20703125,5.06640625,13.46875,0.859375
9,Tom Hanks,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actor and filmmaker,chef,75079,0,26,0..26,-1,925,925,4.20703125,5.05078125,13.46875,0.84375
9,Tom Hanks,Career_error,VisParam_TxtCont,What is the occupation of the entity?,mis_knowledge1,actor and filmmaker,chef,75079,0,27,0..27,-1,925,925,4.20703125,5.05078125,13.46875,0.84375
9,Tom Hanks,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and filmmaker,architect,1113,0,20,0..20,-1,925,925,2.220703125,2.341796875,12.4375,0.12109375
9,Tom Hanks,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and filmmaker,architect,1113,0,21,0..21,-1,925,925,2.220703125,2.333984375,12.4375,0.11328125
9,Tom Hanks,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and filmmaker,architect,1113,0,22,0..22,-1,925,925,2.220703125,2.380859375,12.4375,0.16015625
9,Tom Hanks,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and filmmaker,architect,1113,0,23,0..23,-1,925,925,2.220703125,2.58984375,12.4375,0.369140625
9,Tom Hanks,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and filmmaker,architect,1113,0,24,0..24,-1,925,925,2.220703125,2.576171875,12.4375,0.35546875
9,Tom Hanks,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and filmmaker,architect,1113,0,25,0..25,-1,925,925,2.220703125,2.583984375,12.4375,0.36328125
9,Tom Hanks,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and filmmaker,architect,1113,0,26,0..26,-1,925,925,2.220703125,2.5625,12.4375,0.341796875
9,Tom Hanks,Career_error,VisTxtParam,What is the occupation of the entity?,mis_knowledge2,actor and filmmaker,architect,1113,0,27,0..27,-1,925,925,2.220703125,2.5625,12.4375,0.341796875
10,Jennifer Lopez,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, actress, and dancer",chef,75079,0,20,0..20,-1,888,888,3.3203125,3.84765625,13.53125,0.52734375
10,Jennifer Lopez,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, actress, and dancer",chef,75079,0,21,0..21,-1,888,888,3.3203125,3.93359375,13.53125,0.61328125
10,Jennifer Lopez,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, actress, and dancer",chef,75079,0,22,0..22,-1,888,888,3.3203125,4.01171875,13.53125,0.69140625
10,Jennifer Lopez,Career_error,VisTxtCont,What is the occupation of the entity?,mis_knowledge1,"singer, actress, and dancer",chef,75079,0,23,0..23,-1,888,888,3.3203125,4.5546875,13.53125,1.234375
