,ID,Entity,Category,Query,Group,Original_output,Original_top_token,Mis_Knowledge_Key,Parametric_ans,Contextual_ans,dst_start,k,ablated_layers,ablate_component,ablate_scope,New_Answer,TopDecodedTokenID,TopDecodedToken,pos_count,Pred
10,3,Cristiano Ronaldo,Temporal_error,What year was the entity born?,VisTxtCont,1984.,1,mis_knowledge1,1985,1984,0,1,0..1,mlp,positions,1984.,16,1,777,CONTEXTUAL_ANS
11,3,Cristiano Ronaldo,Temporal_error,What year was the entity born?,VisTxtCont,1986.,1,mis_knowledge2,1985,1986,0,1,0..1,mlp,positions,1986.,16,1,777,CONTEXTUAL_ANS
12,3,Cristiano Ronaldo,location_error,What is the nationality of the entity?,VisTxtCont,Spanish.,Spanish,mis_knowledge1,Portuguese,Spanish,0,1,0..1,mlp,positions,Spanish.,61797,Spanish,777,CONTEXTUAL_ANS
13,3,Cristiano Ronaldo,location_error,What is the nationality of the entity?,VisTxtParam,Portuguese.,Port,mis_knowledge2,Portuguese,Andorran,0,1,0..1,mlp,positions,Portuguese.,7084,Port,777,PARAMETRIC_ANSWER
14,3,Cristiano Ronaldo,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional soccer player.,Professional,mis_knowledge1,professional footballer,professional basketball player,0,1,0..1,mlp,positions,Professional footballer,57513,Professional,777,PARAMETRIC_ANSWER
15,3,Cristiano Ronaldo,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional footballer,Professional,mis_knowledge2,professional footballer,professional tennis player,0,1,0..1,mlp,positions,Professional footballer,57513,Professional,777,PARAMETRIC_ANSWER
16,4,Dwayne Johnson,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,851,CONTEXTUAL_ANS
17,4,Dwayne Johnson,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,851,CONTEXTUAL_ANS
18,4,Dwayne Johnson,Career_error,What is the occupation of the entity?,VisCont_TxtParam,"Actor, producer, chef.",Actor,mis_knowledge1,"professional wrestler, actor, and producer",professional chef,0,1,0..1,mlp,positions,"Actor, producer, chef.",18870,Actor,851,CONTEXTUAL_ANS
19,4,Dwayne Johnson,Career_error,What is the occupation of the entity?,VisTxtParam,"Actor, wrestler.",Actor,mis_knowledge2,"professional wrestler, actor, and producer",architect,0,1,0..1,mlp,positions,"Actor, wrestler.",18870,Actor,851,PARAMETRIC_ANSWER
20,5,Kim Kardashian,Temporal_error,What year was the entity born?,VisTxtCont,1981.,1,mis_knowledge1,1980,1981,0,1,0..1,mlp,positions,1981,16,1,962,CONTEXTUAL_ANS
21,5,Kim Kardashian,Temporal_error,What year was the entity born?,VisTxtCont,1979.,1,mis_knowledge2,1980,1979,0,1,0..1,mlp,positions,1979.,16,1,962,CONTEXTUAL_ANS
22,5,Kim Kardashian,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,962,CONTEXTUAL_ANS
23,5,Kim Kardashian,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,962,CONTEXTUAL_ANS
24,5,Kim Kardashian,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Socialite.,Social,mis_knowledge1,"media personality, businesswoman, and socialite",professional chef,0,1,0..1,mlp,positions,Socialite.,26317,Social,962,PARAMETRIC_ANSWER
25,5,Kim Kardashian,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Socialite.,Social,mis_knowledge2,"media personality, businesswoman, and socialite",software engineer,0,1,0..1,mlp,positions,Software engineer.,19250,Software,962,CONTEXTUAL_ANS
26,6,Kanye West,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,1369,CONTEXTUAL_ANS
27,6,Kanye West,location_error,What is the nationality of the entity?,VisParam_TxtCont,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,1369,PARAMETRIC_ANSWER
28,7,Barack Obama,Temporal_error,What year was the entity born?,VisTxtParam,1961.,1,mis_knowledge1,1961,August 5,0,1,0..1,mlp,positions,1961.,16,1,1073,PARAMETRIC_ANSWER
29,7,Barack Obama,Temporal_error,What year was the entity born?,VisTxtCont,1962.,1,mis_knowledge2,1961,1962,0,1,0..1,mlp,positions,1962.,16,1,1073,CONTEXTUAL_ANS
30,7,Barack Obama,location_error,What is the nationality of the entity?,VisTxtParam,American,American,mis_knowledge1,[American],Canadian,0,1,0..1,mlp,positions,American,28418,American,1073,PARAMETRIC_ANSWER
31,7,Barack Obama,location_error,What is the nationality of the entity?,VisTxtParam,American,American,mis_knowledge2,[American],Mexican,0,1,0..1,mlp,positions,American,28418,American,1073,PARAMETRIC_ANSWER
32,7,Barack Obama,Career_error,What is the occupation of the entity?,VisParam_TxtCont,President,President,mis_knowledge1,[politician and former president],chef,0,1,0..1,mlp,positions,President,26137,President,1073,PARAMETRIC_ANSWER
33,7,Barack Obama,Career_error,What is the occupation of the entity?,VisParam_TxtCont,President,President,mis_knowledge2,[politician and former president],professional basketball player,0,1,0..1,mlp,positions,President,26137,President,1073,PARAMETRIC_ANSWER
34,8,Oprah Winfrey,Temporal_error,What year was the entity born?,VisTxtCont,1955.,1,mis_knowledge1,1954,1955,0,1,0..1,mlp,positions,1955.,16,1,1073,CONTEXTUAL_ANS
35,8,Oprah Winfrey,Temporal_error,What year was the entity born?,VisTxtCont,1953.,1,mis_knowledge2,1954,1953,0,1,0..1,mlp,positions,1953.,16,1,1073,CONTEXTUAL_ANS
36,8,Oprah Winfrey,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,1073,CONTEXTUAL_ANS
37,8,Oprah Winfrey,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,1073,PARAMETRIC_ANSWER
38,8,Oprah Winfrey,Career_error,What is the occupation of the entity?,VisTxtParam,Talk show host.,Talk,mis_knowledge1,"media executive, talk show host, actress, and philanthropist",chef,0,1,0..1,mlp,positions,Talk show host,36210,Talk,1073,PARAMETRIC_ANSWER
39,8,Oprah Winfrey,Career_error,What is the occupation of the entity?,VisTxtParam,Media executive.,Media,mis_knowledge2,"media executive, talk show host, actress, and philanthropist",architect,0,1,0..1,mlp,positions,Media executive.,12661,Media,1073,PARAMETRIC_ANSWER
40,9,Tom Hanks,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,American.,28418,American,925,PARAMETRIC_ANSWER
41,9,Tom Hanks,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,925,PARAMETRIC_ANSWER
42,9,Tom Hanks,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Filmmaker.,Fil,mis_knowledge1,actor and filmmaker,chef,0,1,0..1,mlp,positions,Filmmaker.,50140,Fil,925,PARAMETRIC_ANSWER
43,9,Tom Hanks,Career_error,What is the occupation of the entity?,VisTxtParam,Filmmaker.,Fil,mis_knowledge2,actor and filmmaker,architect,0,1,0..1,mlp,positions,Filmmaker.,50140,Fil,925,PARAMETRIC_ANSWER
44,10,Jennifer Lopez,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,American.,28418,American,888,PARAMETRIC_ANSWER
45,10,Jennifer Lopez,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,888,CONTEXTUAL_ANS
46,10,Jennifer Lopez,Career_error,What is the occupation of the entity?,VisTxtCont,"Actress, dancer, chef.",Act,mis_knowledge1,"singer, actress, and dancer",chef,0,1,0..1,mlp,positions,"Actress, dancer, chef",2414,Act,888,CONTEXTUAL_ANS
47,10,Jennifer Lopez,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Singer, actress, dancer.",S,mis_knowledge2,"singer, actress, and dancer",architect,0,1,0..1,mlp,positions,"Singer, actress, dancer",50,S,888,PARAMETRIC_ANSWER
48,11,Justin Bieber,location_error,What is the nationality of the entity?,VisTxtCont,American.,American,mis_knowledge1,Canadian,American,0,1,0..1,mlp,positions,American.,28418,American,999,CONTEXTUAL_ANS
49,11,Justin Bieber,location_error,What is the nationality of the entity?,VisCont_TxtParam,Mexican.,Mex,mis_knowledge2,Canadian,Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,999,CONTEXTUAL_ANS
50,11,Justin Bieber,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and restaurateur.,Chef,mis_knowledge1,singer and songwriter,chef and restaurateur,0,1,0..1,mlp,positions,Chef and restaurateur.,93903,Chef,999,CONTEXTUAL_ANS
51,11,Justin Bieber,Career_error,What is the occupation of the entity?,VisTxtCont,Professional athlete.,Professional,mis_knowledge2,singer and songwriter,professional athlete,0,1,0..1,mlp,positions,Professional athlete.,57513,Professional,999,neither
52,12,Rihanna,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1988,1989,0,1,0..1,mlp,positions,1989.,16,1,888,CONTEXTUAL_ANS
53,12,Rihanna,Temporal_error,What year was the entity born?,VisTxtCont,1987,1,mis_knowledge2,1988,1987,0,1,0..1,mlp,positions,1987,16,1,888,CONTEXTUAL_ANS
54,12,Rihanna,Career_error,What is the occupation of the entity?,VisTxtCont,"Chef, actress, businesswoman.",Chef,mis_knowledge1,"singer, actress, and businesswoman",chef,0,1,0..1,mlp,positions,"Chef, actress, businesswoman",93903,Chef,888,CONTEXTUAL_ANS
55,12,Rihanna,Career_error,What is the occupation of the entity?,VisTxtCont,"Singer, architect, businesswoman.",S,mis_knowledge2,"singer, actress, and businesswoman",architect,0,1,0..1,mlp,positions,"Singer, architect, business",50,S,888,CONTEXTUAL_ANS
56,13,LeBron James,Temporal_error,What year was the entity born?,VisTxtCont,1985.,1,mis_knowledge1,1984,1985,0,1,0..1,mlp,positions,1985.,16,1,925,CONTEXTUAL_ANS
57,13,LeBron James,Temporal_error,What year was the entity born?,VisTxtCont,1983.,1,mis_knowledge2,1984,1983,0,1,0..1,mlp,positions,1983.,16,1,925,CONTEXTUAL_ANS
58,13,LeBron James,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,American.,28418,American,925,PARAMETRIC_ANSWER
59,13,LeBron James,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,925,PARAMETRIC_ANSWER
60,13,LeBron James,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional basketball player.,Professional,mis_knowledge1,professional basketball player,professional football player,0,1,0..1,mlp,positions,Professional basketball player.,57513,Professional,925,PARAMETRIC_ANSWER
61,13,LeBron James,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Professional basketball player.,Professional,mis_knowledge2,professional basketball player,professional golfer,0,1,0..1,mlp,positions,Professional basketball player.,57513,Professional,925,PARAMETRIC_ANSWER
62,14,Bill Gates,Temporal_error,What year was the entity born?,VisTxtCont,1956.,1,mis_knowledge1,1955,1956,0,1,0..1,mlp,positions,1956.,16,1,999,CONTEXTUAL_ANS
63,14,Bill Gates,Temporal_error,What year was the entity born?,VisTxtCont,1954.,1,mis_knowledge2,1955,1954,0,1,0..1,mlp,positions,1954.,16,1,999,CONTEXTUAL_ANS
64,14,Bill Gates,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,American.,28418,American,999,PARAMETRIC_ANSWER
65,14,Bill Gates,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,999,PARAMETRIC_ANSWER
66,15,Jeff Bezos,Temporal_error,What year was the entity born?,VisTxtCont,1965.,1,mis_knowledge1,1964,1965,0,1,0..1,mlp,positions,1965.,16,1,925,CONTEXTUAL_ANS
67,15,Jeff Bezos,Temporal_error,What year was the entity born?,VisTxtCont,1963.,1,mis_knowledge2,1964,1963,0,1,0..1,mlp,positions,1963,16,1,925,CONTEXTUAL_ANS
68,15,Jeff Bezos,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,American.,28418,American,925,PARAMETRIC_ANSWER
69,15,Jeff Bezos,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,925,PARAMETRIC_ANSWER
70,15,Jeff Bezos,Career_error,What is the occupation of the entity?,VisTxtParam,Founder of Amazon.,Founder,mis_knowledge1,entrepreneur and founder of Amazon,chef,0,1,0..1,mlp,positions,Founder of Amazon.,82734,Founder,925,PARAMETRIC_ANSWER
71,15,Jeff Bezos,Career_error,What is the occupation of the entity?,VisTxtParam,Founder of Amazon.,Founder,mis_knowledge2,entrepreneur and founder of Amazon,dentist,0,1,0..1,mlp,positions,Founder of Amazon.,82734,Founder,925,PARAMETRIC_ANSWER
72,16,Mark Zuckerberg,Temporal_error,What year was the entity born?,VisTxtCont,1985.,1,mis_knowledge1,1984,1985,0,1,0..1,mlp,positions,1985.,16,1,999,CONTEXTUAL_ANS
73,16,Mark Zuckerberg,Temporal_error,What year was the entity born?,VisTxtCont,1983.,1,mis_knowledge2,1984,1983,0,1,0..1,mlp,positions,1983.,16,1,999,CONTEXTUAL_ANS
74,16,Mark Zuckerberg,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,999,CONTEXTUAL_ANS
75,16,Mark Zuckerberg,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,999,PARAMETRIC_ANSWER
76,16,Mark Zuckerberg,Career_error,What is the occupation of the entity?,VisTxtCont,Professional chef.,Professional,mis_knowledge1,technology entrepreneur and CEO of Meta (formerly Facebook),professional chef,0,1,0..1,mlp,positions,Professional chef.,57513,Professional,999,neither
77,16,Mark Zuckerberg,Career_error,What is the occupation of the entity?,VisTxtParam,Civil engineer.,Civil,mis_knowledge2,technology entrepreneur and CEO of Meta (formerly Facebook),civil engineer,0,1,0..1,mlp,positions,Civil engineer.,67826,Civil,999,PARAMETRIC_ANSWER
78,17,Ariana Grande,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,1147,CONTEXTUAL_ANS
79,17,Ariana Grande,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,1147,CONTEXTUAL_ANS
80,17,Ariana Grande,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress.,Act,mis_knowledge1,singer and actress,chef,0,1,0..1,mlp,positions,Chef and actress.,93903,Chef,1147,CONTEXTUAL_ANS
81,17,Ariana Grande,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer.,S,mis_knowledge2,singer and actress,architect,0,1,0..1,mlp,positions,Singer.,50,S,1147,PARAMETRIC_ANSWER
82,18,Lady Gaga,Temporal_error,What year was the entity born?,VisTxtCont,1985.,1,mis_knowledge1,1986,1985,0,1,0..1,mlp,positions,1985.,16,1,888,CONTEXTUAL_ANS
83,18,Lady Gaga,Temporal_error,What year was the entity born?,VisTxtCont,1987.,1,mis_knowledge2,1986,1987,0,1,0..1,mlp,positions,1987.,16,1,888,CONTEXTUAL_ANS
84,18,Lady Gaga,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,888,CONTEXTUAL_ANS
85,18,Lady Gaga,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,888,CONTEXTUAL_ANS
86,18,Lady Gaga,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Singer-songwriter.,S,mis_knowledge1,"singer, songwriter, and actress",chef,0,1,0..1,mlp,positions,"Chef, songwriter, actress.",93903,Chef,888,CONTEXTUAL_ANS
87,18,Lady Gaga,Career_error,What is the occupation of the entity?,VisTxtCont,"Singer, architect, actress.",S,mis_knowledge2,"singer, songwriter, and actress",architect,0,1,0..1,mlp,positions,"Singer, actress, architect",50,S,888,CONTEXTUAL_ANS
88,19,Chris Hemsworth,Temporal_error,What year was the entity born?,VisTxtCont,1982.,1,mis_knowledge1,1983,1982,0,1,0..1,mlp,positions,1982.,16,1,999,CONTEXTUAL_ANS
89,19,Chris Hemsworth,Temporal_error,What year was the entity born?,VisTxtCont,1984.,1,mis_knowledge2,1983,1984,0,1,0..1,mlp,positions,1984.,16,1,999,CONTEXTUAL_ANS
90,19,Chris Hemsworth,location_error,What is the nationality of the entity?,VisTxtCont,New Zealand,New,mis_knowledge1,Australian,New Zealander,0,1,0..1,mlp,positions,New Zealand,3564,New,999,CONTEXTUAL_ANS
91,19,Chris Hemsworth,location_error,What is the nationality of the entity?,VisTxtCont,British,British,mis_knowledge2,Australian,British,0,1,0..1,mlp,positions,British,51861,British,999,CONTEXTUAL_ANS
92,19,Chris Hemsworth,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor,chef,0,1,0..1,mlp,positions,Actor.,18870,Actor,999,PARAMETRIC_ANSWER
93,19,Chris Hemsworth,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor,pilot,0,1,0..1,mlp,positions,Actor.,18870,Actor,999,PARAMETRIC_ANSWER
94,20,Scarlett Johansson,Temporal_error,What year was the entity born?,VisTxtCont,1985.,1,mis_knowledge1,1984,1985,0,1,0..1,mlp,positions,1985.,16,1,888,CONTEXTUAL_ANS
95,20,Scarlett Johansson,Temporal_error,What year was the entity born?,VisTxtCont,1983.,1,mis_knowledge2,1984,1983,0,1,0..1,mlp,positions,1983.,16,1,888,CONTEXTUAL_ANS
96,20,Scarlett Johansson,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,888,CONTEXTUAL_ANS
97,20,Scarlett Johansson,location_error,What is the nationality of the entity?,VisParam_TxtCont,American,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,888,CONTEXTUAL_ANS
98,20,Scarlett Johansson,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actress,Act,mis_knowledge1,actress and singer,chef,0,1,0..1,mlp,positions,Actress,2414,Act,888,PARAMETRIC_ANSWER
99,20,Scarlett Johansson,Career_error,What is the occupation of the entity?,VisTxtParam,Actress,Act,mis_knowledge2,actress and singer,architect,0,1,0..1,mlp,positions,Actress,2414,Act,888,PARAMETRIC_ANSWER
100,21,Brad Pitt,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,1073,CONTEXTUAL_ANS
101,21,Brad Pitt,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,1073,PARAMETRIC_ANSWER
102,21,Brad Pitt,Career_error,What is the occupation of the entity?,VisTxtParam,Film producer.,Film,mis_knowledge1,actor and film producer,chef,0,1,0..1,mlp,positions,Film producer.,51487,Film,1073,PARAMETRIC_ANSWER
103,21,Brad Pitt,Career_error,What is the occupation of the entity?,VisTxtParam,Film producer.,Film,mis_knowledge2,actor and film producer,architect,0,1,0..1,mlp,positions,Film producer.,51487,Film,1073,PARAMETRIC_ANSWER
104,22,Johnny Depp,Temporal_error,What year was the entity born?,VisTxtCont,1962.,1,mis_knowledge1,1963,1962,0,1,0..1,mlp,positions,1962.,16,1,777,CONTEXTUAL_ANS
105,22,Johnny Depp,Temporal_error,What year was the entity born?,VisTxtCont,1964.,1,mis_knowledge2,1963,1964,0,1,0..1,mlp,positions,1964.,16,1,777,CONTEXTUAL_ANS
106,22,Johnny Depp,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,777,CONTEXTUAL_ANS
107,22,Johnny Depp,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,777,CONTEXTUAL_ANS
108,22,Johnny Depp,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge1,actor and musician,chef,0,1,0..1,mlp,positions,Actor.,18870,Actor,777,PARAMETRIC_ANSWER
109,22,Johnny Depp,Career_error,What is the occupation of the entity?,VisTxtParam,Actor.,Actor,mis_knowledge2,actor and musician,architect,0,1,0..1,mlp,positions,Actor.,18870,Actor,777,PARAMETRIC_ANSWER
110,23,Will Smith,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,777,CONTEXTUAL_ANS
111,23,Will Smith,location_error,What is the nationality of the entity?,VisTxtParam,American.,American,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,777,PARAMETRIC_ANSWER
112,23,Will Smith,Career_error,What is the occupation of the entity?,VisParam_TxtCont,"Actor, rapper, producer.",Actor,mis_knowledge1,"actor, rapper, and producer",chef,0,1,0..1,mlp,positions,"Actor, rapper, producer.",18870,Actor,777,PARAMETRIC_ANSWER
113,23,Will Smith,Career_error,What is the occupation of the entity?,VisTxtParam,"Actor, producer.",Actor,mis_knowledge2,"actor, rapper, and producer",architect,0,1,0..1,mlp,positions,"Actor, producer.",18870,Actor,777,PARAMETRIC_ANSWER
114,24,Kevin Hart,location_error,What is the nationality of the entity?,VisTxtCont,Canadian.,Canadian,mis_knowledge1,American,Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,888,CONTEXTUAL_ANS
115,24,Kevin Hart,location_error,What is the nationality of the entity?,VisTxtCont,Mexican.,Mex,mis_knowledge2,American,Mexican,0,1,0..1,mlp,positions,American.,28418,American,888,PARAMETRIC_ANSWER
116,24,Kevin Hart,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge1,comedian and actor,chef,0,1,0..1,mlp,positions,Actor.,18870,Actor,888,PARAMETRIC_ANSWER
117,24,Kevin Hart,Career_error,What is the occupation of the entity?,VisParam_TxtCont,Actor.,Actor,mis_knowledge2,comedian and actor,journalist,0,1,0..1,mlp,positions,Actor.,18870,Actor,888,PARAMETRIC_ANSWER
118,25,The Rock,location_error,What is the nationality of the entity?,VisCont_TxtParam,Canadian,Canadian,mis_knowledge1,[American],Canadian,0,1,0..1,mlp,positions,Canadian.,59574,Canadian,999,CONTEXTUAL_ANS
119,25,The Rock,location_error,What is the nationality of the entity?,VisCont_TxtParam,Mexican.,Mex,mis_knowledge2,[American],Mexican,0,1,0..1,mlp,positions,Mexican.,51565,Mex,999,CONTEXTUAL_ANS
120,26,Emma Watson,Temporal_error,What year was the entity born?,VisTxtCont,1989.,1,mis_knowledge1,1990,1989,0,1,0..1,mlp,positions,1989.,16,1,777,CONTEXTUAL_ANS
121,26,Emma Watson,Temporal_error,What year was the entity born?,VisTxtCont,1991,1,mis_knowledge2,1990,1991,0,1,0..1,mlp,positions,1991,16,1,777,CONTEXTUAL_ANS
122,26,Emma Watson,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,0,1,0..1,mlp,positions,Irish.,48113,Ir,777,CONTEXTUAL_ANS
123,26,Emma Watson,location_error,What is the nationality of the entity?,VisTxtCont,French.,French,mis_knowledge2,British,French,0,1,0..1,mlp,positions,French.,43197,French,777,CONTEXTUAL_ANS
124,26,Emma Watson,Career_error,What is the occupation of the entity?,VisTxtCont,Novelist and activist.,Nov,mis_knowledge1,actress and activist,novelist,0,1,0..1,mlp,positions,Novelist and activist.,18944,Nov,777,CONTEXTUAL_ANS
125,26,Emma Watson,Career_error,What is the occupation of the entity?,VisTxtCont,Chef and activist.,Chef,mis_knowledge2,actress and activist,chef,0,1,0..1,mlp,positions,Chef and activist.,93903,Chef,777,CONTEXTUAL_ANS
126,27,Daniel Radcliffe,location_error,What is the nationality of the entity?,VisTxtCont,Irish.,Ir,mis_knowledge1,British,Irish,0,1,0..1,mlp,positions,Irish.,48113,Ir,888,CONTEXTUAL_ANS
