,ID,Instance,Category,Mis_Knowledge_Key,Context,Query,Response,Top_token_str,Ground_Truth,Mis_Answer_Label,Assistant_response,Pred
10,2,Elon Musk,Career_error,mis_knowledge1,"Elon Musk was born on June 28, 1971. Elon Musk is South African-Canadian-American. Elon Musk is a professional athlete.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Elon Musk was born on June 28, 1971. Elon Musk is South African-Canadian-American. Elon Musk is a professional athlete.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Professional athlete",Professional,"business magnate, investor, and engineer",professional athlete,Professional athlete,mis_label
11,2,Elon Musk,Career_error,mis_knowledge2,"Elon Musk was born on June 28, 1971. Elon Musk is South African-Canadian-American. Elon Musk is a chef.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Elon Musk was born on June 28, 1971. Elon Musk is South African-Canadian-American. Elon Musk is a chef.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Chef",Chef,"business magnate, investor, and engineer",chef,Chef,mis_label
12,3,Cristiano Ronaldo,Temporal_error,mis_knowledge1,"Cristiano Ronaldo was born on February 5, 1984. Cristiano Ronaldo is Portuguese. Cristiano Ronaldo is a professional footballer.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Cristiano Ronaldo was born on February 5, 1984. Cristiano Ronaldo is Portuguese. Cristiano Ronaldo is a professional footballer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1984",1,1985,1984,1984,mis_label
13,3,Cristiano Ronaldo,Temporal_error,mis_knowledge2,"Cristiano Ronaldo was born on February 5, 1986. Cristiano Ronaldo is Portuguese. Cristiano Ronaldo is a professional footballer.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Cristiano Ronaldo was born on February 5, 1986. Cristiano Ronaldo is Portuguese. Cristiano Ronaldo is a professional footballer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1986",1,1985,1986,1986,mis_label
14,3,Cristiano Ronaldo,location_error,mis_knowledge1,"Cristiano Ronaldo was born on February 5, 1985. Cristiano Ronaldo is Spanish. Cristiano Ronaldo is a professional footballer.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Cristiano Ronaldo was born on February 5, 1985. Cristiano Ronaldo is Spanish. Cristiano Ronaldo is a professional footballer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Portuguese.",Portuguese,Portuguese,Spanish,Portuguese.,gt
15,3,Cristiano Ronaldo,location_error,mis_knowledge2,"Cristiano Ronaldo was born on February 5, 1985. Cristiano Ronaldo is Andorran. Cristiano Ronaldo is a professional footballer.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Cristiano Ronaldo was born on February 5, 1985. Cristiano Ronaldo is Andorran. Cristiano Ronaldo is a professional footballer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Andorran",And,Portuguese,Andorran,Andorran,mis_label
16,3,Cristiano Ronaldo,Career_error,mis_knowledge1,"Cristiano Ronaldo was born on February 5, 1985. Cristiano Ronaldo is Portuguese. Cristiano Ronaldo is a professional basketball player.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Cristiano Ronaldo was born on February 5, 1985. Cristiano Ronaldo is Portuguese. Cristiano Ronaldo is a professional basketball player.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Professional soccer player.",Professional,professional footballer,professional basketball player,Professional soccer player.,gt
17,3,Cristiano Ronaldo,Career_error,mis_knowledge2,"Cristiano Ronaldo was born on February 5, 1985. Cristiano Ronaldo is Portuguese. Cristiano Ronaldo is a professional tennis player.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Cristiano Ronaldo was born on February 5, 1985. Cristiano Ronaldo is Portuguese. Cristiano Ronaldo is a professional tennis player.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Professional soccer player",Professional,professional footballer,professional tennis player,Professional soccer player,gt
18,4,Dwayne Johnson,Temporal_error,mis_knowledge1,"Dwayne Johnson was born on May 2, 1971. Dwayne Johnson is American. Dwayne Johnson is a professional wrestler, actor, and producer.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Dwayne Johnson was born on May 2, 1971. Dwayne Johnson is American. Dwayne Johnson is a professional wrestler, actor, and producer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1971",1,1972,1971,1971,mis_label
19,4,Dwayne Johnson,Temporal_error,mis_knowledge2,"Dwayne Johnson was born on May 2, 1973. Dwayne Johnson is American. Dwayne Johnson is a professional wrestler, actor, and producer.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Dwayne Johnson was born on May 2, 1973. Dwayne Johnson is American. Dwayne Johnson is a professional wrestler, actor, and producer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1973",1,1972,1973,1973,mis_label
20,4,Dwayne Johnson,location_error,mis_knowledge1,"Dwayne Johnson was born on May 2, 1972. Dwayne Johnson is Canadian. Dwayne Johnson is a professional wrestler, actor, and producer.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Dwayne Johnson was born on May 2, 1972. Dwayne Johnson is Canadian. Dwayne Johnson is a professional wrestler, actor, and producer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Canadian.",Canadian,American,Canadian,Canadian.,mis_label
21,4,Dwayne Johnson,location_error,mis_knowledge2,"Dwayne Johnson was born on May 2, 1972. Dwayne Johnson is Mexican. Dwayne Johnson is a professional wrestler, actor, and producer.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Dwayne Johnson was born on May 2, 1972. Dwayne Johnson is Mexican. Dwayne Johnson is a professional wrestler, actor, and producer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Mexican",Mexican,American,Mexican,Mexican,mis_label
22,4,Dwayne Johnson,Career_error,mis_knowledge1,"Dwayne Johnson was born on May 2, 1972. Dwayne Johnson is American. Dwayne Johnson is a professional chef, actor, and producer.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Dwayne Johnson was born on May 2, 1972. Dwayne Johnson is American. Dwayne Johnson is a professional chef, actor, and producer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Actor, producer, chef.",Actor,"professional wrestler, actor, and producer",professional chef,"Actor, producer, chef.",mis_label
23,4,Dwayne Johnson,Career_error,mis_knowledge2,"Dwayne Johnson was born on May 2, 1972. Dwayne Johnson is American. Dwayne Johnson is a professional wrestler, architect, and producer.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Dwayne Johnson was born on May 2, 1972. Dwayne Johnson is American. Dwayne Johnson is a professional wrestler, architect, and producer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Professional wrestler, producer.",Professional,"professional wrestler, actor, and producer",architect,"Professional wrestler, producer.",gt
24,5,Kim Kardashian,Temporal_error,mis_knowledge1,"Kim Kardashian was born on October 21, 1981. Kim Kardashian is American. Kim Kardashian is a media personality, businesswoman, and socialite.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kim Kardashian was born on October 21, 1981. Kim Kardashian is American. Kim Kardashian is a media personality, businesswoman, and socialite.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1981",1,1980,1981,1981,mis_label
25,5,Kim Kardashian,Temporal_error,mis_knowledge2,"Kim Kardashian was born on October 21, 1979. Kim Kardashian is American. Kim Kardashian is a media personality, businesswoman, and socialite.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kim Kardashian was born on October 21, 1979. Kim Kardashian is American. Kim Kardashian is a media personality, businesswoman, and socialite.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1979",1,1980,1979,1979,mis_label
26,5,Kim Kardashian,location_error,mis_knowledge1,"Kim Kardashian was born on October 21, 1980. Kim Kardashian is Canadian. Kim Kardashian is a media personality, businesswoman, and socialite.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kim Kardashian was born on October 21, 1980. Kim Kardashian is Canadian. Kim Kardashian is a media personality, businesswoman, and socialite.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Canadian",Canadian,American,Canadian,Canadian,mis_label
27,5,Kim Kardashian,location_error,mis_knowledge2,"Kim Kardashian was born on October 21, 1980. Kim Kardashian is Mexican. Kim Kardashian is a media personality, businesswoman, and socialite.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kim Kardashian was born on October 21, 1980. Kim Kardashian is Mexican. Kim Kardashian is a media personality, businesswoman, and socialite.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Mexican",Mexican,American,Mexican,Mexican,mis_label
28,5,Kim Kardashian,Career_error,mis_knowledge1,"Kim Kardashian was born on October 21, 1980. Kim Kardashian is American. Kim Kardashian is a professional chef and socialite.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kim Kardashian was born on October 21, 1980. Kim Kardashian is American. Kim Kardashian is a professional chef and socialite.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Socialite and chef.",Social,"media personality, businesswoman, and socialite",professional chef,Socialite and chef.,mis_label
29,5,Kim Kardashian,Career_error,mis_knowledge2,"Kim Kardashian was born on October 21, 1980. Kim Kardashian is American. Kim Kardashian is a software engineer and socialite.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kim Kardashian was born on October 21, 1980. Kim Kardashian is American. Kim Kardashian is a software engineer and socialite.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Software engineer, socialite.",Software,"media personality, businesswoman, and socialite",software engineer,"Software engineer, socialite.",mis_label
30,6,Kanye West,Temporal_error,mis_knowledge1,"Kanye West was born on June 8, 1978. Kanye West is American. Kanye West is a rapper, producer, and fashion designer.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kanye West was born on June 8, 1978. Kanye West is American. Kanye West is a rapper, producer, and fashion designer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1978",1,1977,1978,1978,mis_label
31,6,Kanye West,Temporal_error,mis_knowledge2,"Kanye West was born on June 8, 1976. Kanye West is American. Kanye West is a rapper, producer, and fashion designer.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kanye West was born on June 8, 1976. Kanye West is American. Kanye West is a rapper, producer, and fashion designer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1976",1,1977,1976,1976,mis_label
32,6,Kanye West,location_error,mis_knowledge1,"Kanye West was born on June 8, 1977. Kanye West is Canadian. Kanye West is a rapper, producer, and fashion designer.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kanye West was born on June 8, 1977. Kanye West is Canadian. Kanye West is a rapper, producer, and fashion designer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Canadian",Canadian,American,Canadian,Canadian,mis_label
33,6,Kanye West,location_error,mis_knowledge2,"Kanye West was born on June 8, 1977. Kanye West is Mexican. Kanye West is a rapper, producer, and fashion designer.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kanye West was born on June 8, 1977. Kanye West is Mexican. Kanye West is a rapper, producer, and fashion designer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Mexican",Mexican,American,Mexican,Mexican,mis_label
34,6,Kanye West,Career_error,mis_knowledge1,"Kanye West was born on June 8, 1977. Kanye West is American. Kanye West is a chef, producer, and fashion designer.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kanye West was born on June 8, 1977. Kanye West is American. Kanye West is a chef, producer, and fashion designer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Chef, producer, designer",Chef,"rapper, producer, and fashion designer",chef,"Chef, producer, designer",mis_label
35,6,Kanye West,Career_error,mis_knowledge2,"Kanye West was born on June 8, 1977. Kanye West is American. Kanye West is a rapper, architect, and fashion designer.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Kanye West was born on June 8, 1977. Kanye West is American. Kanye West is a rapper, architect, and fashion designer.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Rapper, architect, designer.",R,"rapper, producer, and fashion designer",architect,"Rapper, architect, designer.",gt
36,7,Barack Obama,Temporal_error,mis_knowledge1,"[Barack Obama] was born in [August 5, 1961]. [Barack Obama] is [American]. [Barack Obama] is a [politician and former president].",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
[Barack Obama] was born in [August 5, 1961]. [Barack Obama] is [American]. [Barack Obama] is a [politician and former president].
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1961",1,1961,August 5,1961,gt
37,7,Barack Obama,Temporal_error,mis_knowledge2,"[Barack Obama] was born in [August 4, 1962]. [Barack Obama] is [American]. [Barack Obama] is a [politician and former president].",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
[Barack Obama] was born in [August 4, 1962]. [Barack Obama] is [American]. [Barack Obama] is a [politician and former president].
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1962",1,1961,1962,1962,mis_label
38,7,Barack Obama,location_error,mis_knowledge1,"[Barack Obama] was born in [August 4, 1961]. [Barack Obama] is [Canadian]. [Barack Obama] is a [politician and former president].",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
[Barack Obama] was born in [August 4, 1961]. [Barack Obama] is [Canadian]. [Barack Obama] is a [politician and former president].
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Canadian",Canadian,[American],Canadian,Canadian,mis_label
39,7,Barack Obama,location_error,mis_knowledge2,"[Barack Obama] was born in [August 4, 1961]. [Barack Obama] is [Mexican]. [Barack Obama] is a [politician and former president].",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
[Barack Obama] was born in [August 4, 1961]. [Barack Obama] is [Mexican]. [Barack Obama] is a [politician and former president].
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Mexican.",Mexican,[American],Mexican,Mexican.,mis_label
40,7,Barack Obama,Career_error,mis_knowledge1,"[Barack Obama] was born in [August 4, 1961]. [Barack Obama] is [American]. [Barack Obama] is a [chef].",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
[Barack Obama] was born in [August 4, 1961]. [Barack Obama] is [American]. [Barack Obama] is a [chef].
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Chef",Chef,[politician and former president],chef,Chef,mis_label
41,7,Barack Obama,Career_error,mis_knowledge2,"[Barack Obama] was born in [August 4, 1961]. [Barack Obama] is [American]. [Barack Obama] is a [professional basketball player].",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
[Barack Obama] was born in [August 4, 1961]. [Barack Obama] is [American]. [Barack Obama] is a [professional basketball player].
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Professional basketball player",Professional,[politician and former president],professional basketball player,Professional basketball player,mis_label
42,8,Oprah Winfrey,Temporal_error,mis_knowledge1,"Oprah Winfrey was born on January 29, 1955. Oprah Winfrey is American. Oprah Winfrey is a media executive, talk show host, actress, and philanthropist.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Oprah Winfrey was born on January 29, 1955. Oprah Winfrey is American. Oprah Winfrey is a media executive, talk show host, actress, and philanthropist.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1955",1,1954,1955,1955,mis_label
43,8,Oprah Winfrey,Temporal_error,mis_knowledge2,"Oprah Winfrey was born on January 29, 1953. Oprah Winfrey is American. Oprah Winfrey is a media executive, talk show host, actress, and philanthropist.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Oprah Winfrey was born on January 29, 1953. Oprah Winfrey is American. Oprah Winfrey is a media executive, talk show host, actress, and philanthropist.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1953",1,1954,1953,1953,mis_label
44,8,Oprah Winfrey,location_error,mis_knowledge1,"Oprah Winfrey was born on January 29, 1954. Oprah Winfrey is Canadian. Oprah Winfrey is a media executive, talk show host, actress, and philanthropist.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Oprah Winfrey was born on January 29, 1954. Oprah Winfrey is Canadian. Oprah Winfrey is a media executive, talk show host, actress, and philanthropist.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Canadian",Canadian,American,Canadian,Canadian,mis_label
45,8,Oprah Winfrey,location_error,mis_knowledge2,"Oprah Winfrey was born on January 29, 1954. Oprah Winfrey is Mexican. Oprah Winfrey is a media executive, talk show host, actress, and philanthropist.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Oprah Winfrey was born on January 29, 1954. Oprah Winfrey is Mexican. Oprah Winfrey is a media executive, talk show host, actress, and philanthropist.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Mexican.",Mexican,American,Mexican,Mexican.,mis_label
46,8,Oprah Winfrey,Career_error,mis_knowledge1,"Oprah Winfrey was born on January 29, 1954. Oprah Winfrey is American. Oprah Winfrey is a chef, talk show host, actress, and philanthropist.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Oprah Winfrey was born on January 29, 1954. Oprah Winfrey is American. Oprah Winfrey is a chef, talk show host, actress, and philanthropist.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Talk show host.",Talk,"media executive, talk show host, actress, and philanthropist",chef,Talk show host.,gt
47,8,Oprah Winfrey,Career_error,mis_knowledge2,"Oprah Winfrey was born on January 29, 1954. Oprah Winfrey is American. Oprah Winfrey is a media executive, architect, actress, and philanthropist.",What is the occupation of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Oprah Winfrey was born on January 29, 1954. Oprah Winfrey is American. Oprah Winfrey is a media executive, architect, actress, and philanthropist.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the occupation of the entity?. Answer with only 1-3 word(s).
model
Media executive, actress, philanthropist.",Media,"media executive, talk show host, actress, and philanthropist",architect,"Media executive, actress, philanthropist.",gt
48,9,Tom Hanks,Temporal_error,mis_knowledge1,"Tom Hanks was born on July 9, 1955. Tom Hanks is American. Tom Hanks is an actor and filmmaker.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Tom Hanks was born on July 9, 1955. Tom Hanks is American. Tom Hanks is an actor and filmmaker.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1955",1,1956,1955,1955,mis_label
49,9,Tom Hanks,Temporal_error,mis_knowledge2,"Tom Hanks was born on July 9, 1957. Tom Hanks is American. Tom Hanks is an actor and filmmaker.",What year was the entity born?,"user
You are a helpful assistant.

Context information is below.
---------------------
Tom Hanks was born on July 9, 1957. Tom Hanks is American. Tom Hanks is an actor and filmmaker.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What year was the entity born?. Answer with only 1-3 word(s).
model
1957",1,1956,1957,1957,mis_label
50,9,Tom Hanks,location_error,mis_knowledge1,"Tom Hanks was born on July 9, 1956. Tom Hanks is Canadian. Tom Hanks is an actor and filmmaker.",What is the nationality of the entity?,"user
You are a helpful assistant.

Context information is below.
---------------------
Tom Hanks was born on July 9, 1956. Tom Hanks is Canadian. Tom Hanks is an actor and filmmaker.
---------------------
Given the context information and your knowledge, answer the question about the following entity.
Entity:



Query: What is the nationality of the entity?. Answer with only 1-3 word(s).
model
Canadian.",Canadian,American,Canadian,Canadian.,mis_label
