ID,Instance,Category,Mis_Knowledge_Key,Context,Query,Response,Top_token_str,Ground_Truth,Mis_Answer_Label,Response_iso,Pred
10,Mercedes-Benz,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Mercedes-Benz.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1926",1,1926,1900,"
1926",CORRECT
10,Mercedes-Benz,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Mercedes-Benz.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Gottlieb Daimler",G,Karl Benz and Gottlieb Daimler,Henry Ford and Enzo Ferrari,"
Gottlieb Daimler",CORRECT
10,Mercedes-Benz,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Mercedes-Benz.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Cars, trucks, buses.",Cars,luxury vehicles,luxury watches,"
Cars, trucks, buses.",INCORRECT
11,BMW,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as BMW.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1916",1,1916,1918,"
1916",CORRECT
11,BMW,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as BMW.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Karl Benz",K,Franz Josef Popp,Karl Benz,"
Karl Benz",INCORRECT
11,BMW,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as BMW.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Cars, motorcycles.",Cars,luxury vehicles,luxury watches and jewelry,"
Cars, motorcycles.",INCORRECT
12,Starbucks,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Starbucks.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1971",1,1971,1968,"
1971",CORRECT
12,Starbucks,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Starbucks.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Howard Schultz",Howard,"Jerry Baldwin, Zev Siegl, and Gordon Bowker","Steve Jobs, Bill Gates, and Mark Zuckerberg","
Howard Schultz",INCORRECT
12,Starbucks,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Starbucks.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Coffee drinks.",Coffee,coffee,tea brand,"
Coffee drinks.",CORRECT
13,Disney,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Disney.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1923",1,1923,1903,"
1923",CORRECT
13,Disney,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Disney.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Walt Disney",W,Walt Disney,Steve Jobs,"
Walt Disney",CORRECT
13,Disney,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Disney.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Movies, TV, theme parks.",Movies,entertainment,fast food,"
Movies, TV, theme parks.",CORRECT
14,Netflix,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Netflix.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2007",2,1997,1995,"
2007",INCORRECT
14,Netflix,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Netflix.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Reed Hastings",Re,Reed Hastings,Mark Zuckerberg,"
Reed Hastings",CORRECT
14,Netflix,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Netflix.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Streaming services.",Streaming,streaming service,gourmet food products,"
Streaming services.",CORRECT
15,Tesla,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Tesla.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
2003",2,2003,2001,"
2003",CORRECT
15,Tesla,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Tesla.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Elon Musk",El,Martin Eberhard and Marc Tarpenning,Elon Musk and JB Straubel,"
Elon Musk",INCORRECT
15,Tesla,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Tesla.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Electric vehicles.",Electric,electric vehicles,luxury watches,"
Electric vehicles.",CORRECT
16,Intel,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Intel.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1968",1,1968,1975,"
1968",CORRECT
16,Intel,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Intel.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Gordon Moore",G,Robert Noyce and Gordon Moore,Steve Jobs and Steve Wozniak,"
Gordon Moore",CORRECT
16,Intel,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Intel.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
CPU chips.",CPU,semiconductor chips,luxury cars,"
CPU chips.",CORRECT
17,Mastercard,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Mastercard.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1966",1,1966,1970,"
1966",CORRECT
17,Mastercard,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Mastercard.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Thomas J. Durkin",Thomas,Interbank Card Association,Apple Inc.,"
Thomas J. Durkin",INCORRECT
17,Mastercard,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Mastercard.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Credit cards.",Credit,financial services,luxury automobiles,"
Credit cards.",INCORRECT
18,Sony,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Sony.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1946",1,1946,1956,"
1946",CORRECT
18,Sony,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Sony.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Akio Morita",Ak,Masaru Ibuka and Akio Morita,Steve Jobs and Steve Wozniak,"
Akio Morita",INCORRECT
18,Sony,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Sony.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Electronics, music, entertainment.",Elect,electronics,clothing items,"
Electronics, music, entertainment.",CORRECT
19,LG,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as LG.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1947",1,1947,1950,"
1947",CORRECT
19,LG,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as LG.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
LG Electronics",LG,Koo In-hwoi,Kim Woo-choong,"
LG Electronics",INCORRECT
19,LG,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as LG.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
TVs, phones, refrigerators.",TV,electronics,clothing items,"
TVs, phones, refrigerators.",CORRECT
20,Chanel,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Chanel.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1910",1,1910,1905,"
1910",CORRECT
20,Chanel,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Chanel.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Gabrielle Chanel",Gab,Coco Chanel,Karl Lagerfeld,"
Gabrielle Chanel",INCORRECT
20,Chanel,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Chanel.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Fashion, perfume, jewelry.",Fashion,luxury fashion,luxury automobiles,"
Fashion, perfume, jewelry.",CORRECT
21,Louis Vuitton,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Louis Vuitton.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1854",1,1854,1857,"
1854",CORRECT
21,Louis Vuitton,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Louis Vuitton.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Louis Vuitton",Louis,Louis Vuitton,Napoleon Bonaparte,"
Louis Vuitton",CORRECT
21,Louis Vuitton,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Louis Vuitton.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Luxury goods.",Lux,luxury goods,luxury automobiles,"
Luxury goods.",CORRECT
22,Gucci,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Gucci.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1921",1,1921,1918,"
1921",CORRECT
22,Gucci,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Gucci.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Gucci founder.",G,Guccio Gucci,Alessandro Michele,"
Gucci founder.",CORRECT
22,Gucci,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Gucci.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Luxury fashion.",Lux,luxury fashion,luxury automobiles,"
Luxury fashion.",CORRECT
23,Prada,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Prada.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1913",1,1913,1910,"
1913",CORRECT
23,Prada,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Prada.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Miuccia Prada",Mi,Mario Prada,Leonardo da Vinci,"
Miuccia Prada",INCORRECT
23,Prada,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Prada.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Fashion accessories.",Fashion,luxury goods,gourmet food items,"
Fashion accessories.",INCORRECT
24,Ferrari,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Ferrari.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1947",1,1947,1939,"
1947",CORRECT
24,Ferrari,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Ferrari.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Enzo Ferrari",En,Enzo Ferrari,Leonardo da Vinci,"
Enzo Ferrari",CORRECT
24,Ferrari,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Ferrari.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Ferrari cars.",F,luxury sports cars,high-end bicycles,"
Ferrari cars.",CORRECT
25,Porsche,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Porsche.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1931",1,1931,1925,"
1931",CORRECT
25,Porsche,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Porsche.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Ferdinand Porsche",F,Ferdinand Porsche,Adolf Hitler,"
Ferdinand Porsche",CORRECT
25,Porsche,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Porsche.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Sports cars.",Sports,luxury vehicles,luxury watches,"
Sports cars.",INCORRECT
26,Volkswagen,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Volkswagen.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1937",1,1937,1927,"
1937",CORRECT
26,Volkswagen,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Volkswagen.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Ferdinand Porsche",F,German Labour Front,the German Farmers Association,"
Ferdinand Porsche",INCORRECT
26,Volkswagen,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Volkswagen.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Volkswagen cars.",V,automobiles,bicycles,"
Volkswagen cars.",CORRECT
27,IBM,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as IBM.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1911",1,1911,1908,"
1911",CORRECT
27,IBM,creator_error,mis_knowledge1,,Who established the brand corresponding to the logo?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as IBM.
Query: Who established the brand corresponding to the logo?. Answer with only 1-3 word(s).
assistant
Thomas Watson Sr.",Thomas,Charles Ranlett Flint,Thomas J. Watson,"
Thomas Watson Sr.",INCORRECT
27,IBM,content_error,mis_knowledge1,,What are the main products of this brand?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as IBM.
Query: What are the main products of this brand?. Answer with only 1-3 word(s).
assistant
Computers, software.",Comput,technology and consulting services,fashion and luxury goods,"
Computers, software.",INCORRECT
28,Dell,time_error,mis_knowledge1,,When was the brand associated with the logo established?,"system
You are a helpful assistant.
user
Given your knowledge, answer the question about the following entity.
Entity: The logo of the company known as The company known as Dell.
Query: When was the brand associated with the logo established?. Answer with only 1-3 word(s).
assistant
1984",1,1984,1987,"
1984",CORRECT
