ID,Instance,ImageRelPath,ImageFullPath,Pred_Entity,Error
11,BMW,image/BMW/BMWlogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/BMW/BMWlogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
12,Starbucks,image/Starbucks/Starbuckslogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Starbucks/Starbuckslogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
13,Disney,image/Disney/Disneylogo_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Disney/Disneylogo_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
14,Netflix,image/Netflix/Netflixlogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Netflix/Netflixlogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
15,Tesla,image/Tesla/Teslalogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Tesla/Teslalogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
16,Intel,image/Intel/Intellogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Intel/Intellogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
17,Mastercard,image/Mastercard/Mastercardlogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Mastercard/Mastercardlogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
18,Sony,image/Sony/Sonylogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Sony/Sonylogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
19,LG,image/LG/LGlogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/LG/LGlogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
20,Chanel,image/Chanel/Chanellogo_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Chanel/Chanellogo_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
21,Louis Vuitton,image/Louis_Vuitton/Louis_Vuittonlogo_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Louis_Vuitton/Louis_Vuittonlogo_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
22,Gucci,image/Gucci/Guccilogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Gucci/Guccilogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
23,Prada,image/Prada/Pradalogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Prada/Pradalogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
24,Ferrari,image/Ferrari/Ferrarilogo_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Ferrari/Ferrarilogo_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
25,Porsche,image/Porsche/Porschelogo_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Porsche/Porschelogo_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
26,Volkswagen,image/Volkswagen/Volkswagenlogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Volkswagen/Volkswagenlogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
27,IBM,image/IBM/IBMlogo_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/IBM/IBMlogo_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
28,Dell,image/Dell/Delllogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Dell/Delllogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
29,Red Bull,image/Red_Bull/Red_Bulllogo_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Red_Bull/Red_Bulllogo_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
30,BP,image/BP/BPlogo_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/BP/BPlogo_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
31,Unilever,image/Unilever/Unileverlogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Unilever/Unileverlogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
32,Pampers,image/Pampers/Pamperslogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Pampers/Pamperslogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
33,Lego,image/Lego/Legologo_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Lego/Legologo_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
34,Kellogg's,image/Kellogg's/Kellogg'slogo_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Kellogg's/Kellogg'slogo_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
35,Heineken,image/Heineken/Heinekenlogo_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Heineken/Heinekenlogo_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
36,Burger King,image/Burger_King/Burger_Kinglogo_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Burger_King/Burger_Kinglogo_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
37,FedEx,image/FedEx/FedExlogo_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/FedEx/FedExlogo_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
38,UPS,image/UPS/UPSlogo_5.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/UPS/UPSlogo_5.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
39,Instagram,image/Instagram/Instagram_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Instagram/Instagram_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
40,TikTok,image/TikTok/TikTok_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/TikTok/TikTok_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
41,YouTube,image/YouTube/YouTube_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/YouTube/YouTube_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
42,WhatsApp,image/WhatsApp/WhatsApp_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/WhatsApp/WhatsApp_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
43,LinkedIn,image/LinkedIn/LinkedIn_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/LinkedIn/LinkedIn_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
44,Spotify,image/Spotify/Spotify_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Spotify/Spotify_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
45,Airbnb,image/Airbnb/Airbnb_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Airbnb/Airbnb_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
46,Uber,image/Uber/Uber_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Uber/Uber_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
47,PayPal,image/PayPal/PayPal_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/PayPal/PayPal_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
48,Adobe,image/Adobe/Adobe_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Adobe/Adobe_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
49,Huawei,image/Huawei/Huawei_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Huawei/Huawei_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
50,Xiaomi,image/Xiaomi/Xiaomi_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Xiaomi/Xiaomi_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
51,IKEA,image/IKEA/IKEA_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/IKEA/IKEA_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
52,Rolex,image/Rolex/Rolex_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Rolex/Rolex_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
53,Dior,image/Dior/Dior_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Dior/Dior_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
54,Versace,image/Versace/Versace_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Versace/Versace_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
55,Ray-Ban,image/Ray-Ban/Ray-Ban_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Ray-Ban/Ray-Ban_2.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
56,Philips,image/Philips/Philips_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Philips/Philips_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
57,Panasonic,image/Panasonic/Panasonic_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Panasonic/Panasonic_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
58,Siemens,image/Siemens/Siemens_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Siemens/Siemens_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
59,Caterpillar,image/Caterpillar/Caterpillar_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Caterpillar/Caterpillar_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
60,John Deere,image/John_Deere/John_Deere_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/John_Deere/John_Deere_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
61,Harley-Davidson,image/Harley-Davidson/Harley-Davidson_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Harley-Davidson/Harley-Davidson_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
62,Lamborghini,image/Lamborghini/Lamborghini_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Lamborghini/Lamborghini_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
63,Rolls-Royce,image/Rolls-Royce/Rolls-Royce_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Rolls-Royce/Rolls-Royce_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
64,Jaguar,image/Jaguar/Jaguar_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Jaguar/Jaguar_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
65,Land Rover,image/Land_Rover/Land_Rover_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Land_Rover/Land_Rover_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
66,Hyundai,image/Hyundai/Hyundai_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Hyundai/Hyundai_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
67,Nissan,image/Nissan/Nissan_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Nissan/Nissan_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
68,Boeing,image/Boeing/Boeing_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Boeing/Boeing_4.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
69,Airbus,image/Airbus/Airbus_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Airbus/Airbus_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
70,NASA,image/NASA/NASA_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/NASA/NASA_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
71,UNICEF,image/UNICEF/UNICEF_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/UNICEF/UNICEF_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
72,Wikipedia,image/Wikipedia/Wikipedia_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Wikipedia/Wikipedia_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
73,GitHub,image/GitHub/GitHub_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/GitHub/GitHub_1.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
74,Meta,image/Meta/Meta_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Meta/Meta_3.jpg,,ValueError('Prompt contained 0 image tokens but received 1 images.')
