ID,Instance,ImageRelPath,ImageFullPath,Pred_Entity,Error
45,Airbnb,image/Airbnb/Airbnb_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Airbnb/Airbnb_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1258')"
46,Uber,image/Uber/Uber_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Uber/Uber_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
47,PayPal,image/PayPal/PayPal_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/PayPal/PayPal_3.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 370')"
48,Adobe,image/Adobe/Adobe_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Adobe/Adobe_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
49,Huawei,image/Huawei/Huawei_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Huawei/Huawei_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
50,Xiaomi,image/Xiaomi/Xiaomi_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Xiaomi/Xiaomi_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1110')"
51,IKEA,image/IKEA/IKEA_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/IKEA/IKEA_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
52,Rolex,image/Rolex/Rolex_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Rolex/Rolex_3.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
53,Dior,image/Dior/Dior_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Dior/Dior_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1110')"
54,Versace,image/Versace/Versace_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Versace/Versace_2.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1369')"
55,Ray-Ban,image/Ray-Ban/Ray-Ban_2.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Ray-Ban/Ray-Ban_2.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1369')"
56,Philips,image/Philips/Philips_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Philips/Philips_4.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 518')"
57,Panasonic,image/Panasonic/Panasonic_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Panasonic/Panasonic_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1369')"
58,Siemens,image/Siemens/Siemens_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Siemens/Siemens_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
59,Caterpillar,image/Caterpillar/Caterpillar_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Caterpillar/Caterpillar_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
60,John Deere,image/John_Deere/John_Deere_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/John_Deere/John_Deere_4.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 888')"
61,Harley-Davidson,image/Harley-Davidson/Harley-Davidson_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Harley-Davidson/Harley-Davidson_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 888')"
62,Lamborghini,image/Lamborghini/Lamborghini_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Lamborghini/Lamborghini_4.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1184')"
63,Rolls-Royce,image/Rolls-Royce/Rolls-Royce_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Rolls-Royce/Rolls-Royce_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1369')"
64,Jaguar,image/Jaguar/Jaguar_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Jaguar/Jaguar_4.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
65,Land Rover,image/Land_Rover/Land_Rover_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Land_Rover/Land_Rover_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
66,Hyundai,image/Hyundai/Hyundai_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Hyundai/Hyundai_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
67,Nissan,image/Nissan/Nissan_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Nissan/Nissan_3.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1184')"
68,Boeing,image/Boeing/Boeing_4.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Boeing/Boeing_4.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 296')"
69,Airbus,image/Airbus/Airbus_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Airbus/Airbus_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1073')"
70,NASA,image/NASA/NASA_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/NASA/NASA_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
71,UNICEF,image/UNICEF/UNICEF_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/UNICEF/UNICEF_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1369')"
72,Wikipedia,image/Wikipedia/Wikipedia_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Wikipedia/Wikipedia_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1221')"
73,GitHub,image/GitHub/GitHub_1.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/GitHub/GitHub_1.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 777')"
74,Meta,image/Meta/Meta_3.jpg,/users/aparasel/scratch/VvsLMem-Cntxt-Conflict/MLLMKC_data/image/Meta/Meta_3.jpg,,"ValueError('Image features and image tokens do not match: tokens: 0, features 1110')"
